ID,Position,Nationality,Overall rating,Preferred foot,League,Height,Value,Name,Age,Attacking,Team,Defending,Goalkeeping,Wage,Movement
975379,LW,Western Sahara,78,Right,Villegas-Haas (Austria),183cm,€7.1M,E. Potts,21,44.1,Ross Inc,41.8,89.3,€88K,35.1
606880,GK,Austria,78,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",156cm,€7.1M,V. Fields,24,28.8,"Wheeler, Moore and Allen",82.7,63.2,€88K,61.2
156449,CB,Greece,78,Right,Premier League (England),207cm,€7.3M,Blake Jr.,21,28.4,"Diaz, Evans and Pham",72.0,47.8,€88K,80.2
730067,RB,Guatemala,78,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",207cm,€7.1M,Baxter,22,38.4,"Wheeler, Moore and Allen",45.3,85.3,€88K,56.6
476146,GK,Austria,78,Right,Taylor-Cross (Vietnam),191cm,€7M,D. Stanton,28,55.4,Liverpool,82.1,50.3,€87K,66.4
845071,LB,Vietnam,78,Right,Villegas-Haas (Austria),155cm,€6.7M,W. Harrison,29,85.0,Ross Inc,58.3,43.9,€88K,18.0
157007,LM,Greece,78,Right,Taylor-Cross (Vietnam),151cm,€6.7M,Raymond Paul,27,38.8,Miller Group,48.8,88.3,€87K,35.2
869714,CB,Austria,78,Right,Stewart-Cooper (Vietnam),188cm,€6.9M,J. Simmons,26,30.6,Holland Ltd,45.3,34.7,€87K,88.3
738756,CDM,Botswana,78,Left,Taylor-Cross (Vietnam),161cm,€6.6M,S. Fernandez,35,53.7,Collins-Moore,44.8,51.7,€87K,86.5
747057,LB,Turks and Caicos Islands,78,Right,Stewart-Cooper (Vietnam),208cm,€6.6M,C. Mcclain,23,79.1,Wilson Ltd,73.2,56.7,€87K,17.3
198614,RW,Western Sahara,78,Right,Dunlap-Jenkins (Greece),187cm,€6.6M,D. Jennings,26,80.4,Willis Inc,72.4,57.5,€87K,44.2
2020,LW,Cyprus,78,Left,Stewart-Cooper (Vietnam),172cm,€7M,C. Hunt,21,86.3,Wilson Ltd,40.6,55.0,€87K,44.3
133102,RWB,Turks and Caicos Islands,78,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",203cm,€6.6M,Miles,35,60.3,"Wheeler, Moore and Allen",13.4,68.2,€86K,80.8
133126,RW,Western Sahara,78,Left,Premier League (England),174cm,€6.2M,J. Lopez,32,86.5,Gentry-Garcia,33.7,53.3,€86K,30.0
600119,CB,Cyprus,78,Right,Dunlap-Jenkins (Greece),161cm,€6.3M,Davidson,24,50.7,Willis Inc,41.6,50.1,€86K,87.0
575650,LW,Austria,78,Left,Premier League (England),200cm,€6.4M,C. Hinton,35,74.7,"Banks, Romero and Wolf",78.8,57.3,€86K,28.1
674032,LW,Qatar,78,Left,"Coffey, Morris and Bell (Greece)",196cm,€6.1M,R. Garner,30,72.2,Gordon-Henderson,79.3,63.1,€85K,16.6
166333,CAM,Greece,78,Left,"Middleton, Mccarty and Sullivan (Botswana)",158cm,€6.1M,M. Burns,39,51.8,FC Barcelona,69.6,49.5,€85K,81.1
125550,LB,Turks and Caicos Islands,78,Right,"Coffey, Morris and Bell (Greece)",157cm,€6.5M,C. Khan,29,63.0,Hicks-Henry,82.6,38.6,€87K,27.7
330624,RWB,Austria,78,Left,Premier League (England),205cm,€6.2M,C. Mitchell,36,46.1,"Taylor, Bowen and Cantrell",46.6,55.7,€85K,85.6
379796,CAM,Botswana,78,Left,Premier League (England),195cm,€6M,Smith,35,43.1,Paris Saint Germain,70.2,55.6,€85K,80.6
224206,RWB,Cyprus,78,Left,Dunlap-Jenkins (Greece),196cm,€6M,Hamilton,25,65.9,"Mckinney, Williams and Wright",81.7,38.7,€85K,58.6
732177,CDM,Turks and Caicos Islands,78,Right,Stewart-Cooper (Vietnam),166cm,€6.1M,T. Lee,25,84.3,Wall PLC,15.5,31.7,€85K,60.5
756856,CDM,Western Sahara,78,Right,Villegas-Haas (Austria),198cm,€6.1M,Joel Andersen,44,81.1,Huber-Rogers,36.6,28.4,€85K,68.3
707727,LB,Botswana,78,Left,Stewart-Cooper (Vietnam),193cm,€5.8M,Guzman,28,48.4,Wall PLC,57.0,48.0,€84K,84.5
355485,RB,Turks and Caicos Islands,78,Right,Premier League (England),170cm,€5.9M,J. Wilson,32,52.1,Campbell and Sons,22.7,80.5,€85K,72.3
290009,CAM,Austria,78,Left,Beltran-Keith (Cyprus),203cm,€5.9M,Lucas Bailey,22,57.9,Perez-Lambert,55.2,49.6,€85K,84.6
609506,LWB,Austria,78,Right,Premier League (England),177cm,€5.8M,J. Anderson,32,61.4,"Solomon, Lopez and Roberts",73.1,69.7,€84K,79.7
11503,CB,Austria,78,Left,Premier League (England),190cm,€5.8M,R. Davis,25,72.8,Bell-Odom,47.1,46.3,€84K,80.4
224541,LWB,Greece,78,Left,Beltran-Keith (Cyprus),198cm,€5.8M,C. Harris,46,51.6,"Johnson, Burnett and Adams",82.1,37.8,€84K,64.1
372082,LM,Austria,78,Right,Villegas-Haas (Austria),171cm,€5.8M,D. Howe,27,54.2,Ross Inc,78.2,76.0,€84K,49.0
814545,LW,Vietnam,78,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",199cm,€5.8M,J. French,24,84.8,"Wheeler, Moore and Allen",53.3,57.7,€84K,16.0
191962,CB,Austria,78,Right,"Galloway, Mosley and Jones (Western Sahara)",188cm,€5.6M,M. Hill,33,58.6,FC Bayern München,45.3,31.2,€84K,84.8
167665,CB,Botswana,78,Right,"Smith, Townsend and Moon (Vietnam)",174cm,€5.5M,Chaney,27,26.9,"Vargas, Wise and Glover",69.1,48.3,€83K,80.7
290554,RW,Austria,78,Left,Premier League (England),192cm,€5.7M,T. Walker,25,91.7,Campbell and Sons,19.6,29.8,€84K,35.4
745620,ST,Qatar,77,Left,Taylor-Cross (Vietnam),173cm,€5.5M,S. Odom,21,63.8,"Orozco, Mercado and Bartlett",62.0,40.8,€83K,81.6
287206,GK,Cyprus,77,Left,"Coffey, Morris and Bell (Greece)",182cm,€5.5M,R. Anderson,23,51.7,Gordon-Henderson,85.7,48.2,€83K,42.9
959295,RB,Botswana,77,Right,Villegas-Haas (Austria),196cm,€5.5M,Joseph Jr.,34,65.6,"Smith, Kemp and Yu",35.7,80.3,€83K,62.4
533416,LW,Greece,77,Right,Villegas-Haas (Austria),180cm,€5.5M,E. Foster,28,35.1,Huber-Rogers,33.6,90.5,€83K,35.9
418825,RWB,Greece,77,Left,"Coffey, Morris and Bell (Greece)",170cm,€5.5M,E. Alvarez,26,80.6,Campbell-Osborn,65.9,48.6,€83K,63.1
42044,RM,Cyprus,77,Left,"Coffey, Morris and Bell (Greece)",196cm,€5.4M,Patrick Chapman,21,47.5,Gordon-Henderson,44.0,25.3,€83K,87.1
386234,ST,Greece,77,Left,"Coffey, Morris and Bell (Greece)",207cm,€5.3M,Erik Jr.,32,63.9,Hicks-Henry,74.7,23.6,€83K,78.0
468500,RB,Qatar,77,Left,Taylor-Cross (Vietnam),203cm,€5.3M,S. Hamilton,28,44.1,Miller Group,62.1,42.1,€83K,81.8
812590,LW,Guatemala,77,Left,Premier League (England),197cm,€5.6M,Smith,35,64.5,"Taylor, Bowen and Cantrell",52.5,81.3,€82K,23.2
779825,CM,Austria,77,Left,Stewart-Cooper (Vietnam),154cm,€5.3M,T. Brown,19,21.4,Wilson Ltd,81.4,48.9,€82K,63.8
730958,CB,Greece,77,Right,Premier League (England),174cm,€5.1M,M. Williams,27,33.8,Orozco LLC,52.6,47.0,€82K,85.2
272364,CB,Turks and Caicos Islands,77,Right,Premier League (England),160cm,€5.4M,C. Beck,32,38.9,Martinez-Townsend,50.7,20.4,€82K,85.7
952445,GK,Botswana,77,Left,Premier League (England),187cm,€5.1M,R. Raymond,34,51.9,Davis-Kelly,85.5,47.1,€83K,29.4
608676,CDM,Vietnam,77,Right,Beltran-Keith (Cyprus),170cm,€5M,Elliott,24,80.7,"Johnson, Burnett and Adams",39.1,40.9,€82K,66.3
510462,CAM,Botswana,77,Left,Premier League (England),191cm,€5M,Harris,25,51.3,Lawson Ltd,54.6,35.3,€82K,84.7
666522,LW,Greece,77,Left,Villegas-Haas (Austria),186cm,€5.1M,D. Benjamin,25,78.4,"Smith, Kemp and Yu",45.0,74.4,€82K,47.6
928719,CB,Cyprus,77,Right,Taylor-Cross (Vietnam),201cm,€4.9M,D. Miller,23,55.9,"Orozco, Mercado and Bartlett",60.4,29.8,€82K,82.2
945292,RW,Qatar,77,Right,Premier League (England),193cm,€4.8M,A. Hernandez,35,59.2,Martinez-Townsend,82.6,49.7,€82K,31.7
503079,ST,Greece,77,Left,"Galloway, Mosley and Jones (Western Sahara)",156cm,€4.9M,J. Bailey,29,77.9,FC Bayern München,76.1,40.7,€82K,62.1
888137,CM,Greece,77,Left,"Smith, Townsend and Moon (Vietnam)",200cm,€5.1M,Solomon,30,54.1,"Vargas, Wise and Glover",67.9,79.8,€82K,64.2
904659,RM,Austria,77,Left,Premier League (England),152cm,€4.8M,Diaz,33,41.6,"Bullock, Rivera and Briggs",51.4,48.9,€82K,85.3
798180,LW,Qatar,77,Right,Premier League (England),178cm,€4.6M,R. Rios,32,29.3,Stark Ltd,44.0,86.4,€81K,49.0
601664,ST,Saint Kitts and Nevis,77,Left,Premier League (England),210cm,€4.8M,J. Lara,26,76.2,Bell-Odom,77.7,26.6,€81K,66.6
708399,LM,Faroe Islands,77,Right,Premier League (England),189cm,€4.7M,Tony Jr.,30,53.0,Lawson Ltd,64.3,81.6,€81K,36.2
688291,LWB,Guatemala,76,Right,Dunlap-Jenkins (Greece),154cm,€4.8M,C. Singleton,30,61.0,"Mckinney, Williams and Wright",78.5,49.5,€82K,70.2
409880,RWB,Guatemala,76,Left,Taylor-Cross (Vietnam),167cm,€4.5M,T. Hawkins,24,73.2,"Orozco, Mercado and Bartlett",47.0,74.2,€81K,76.4
844111,LB,Qatar,76,Right,"Galloway, Mosley and Jones (Western Sahara)",193cm,€4.5M,Carson,47,62.9,"Murphy, Harrell and Henderson",80.8,45.5,€81K,41.4
16754,RW,Botswana,76,Right,Premier League (England),164cm,€4.5M,John Jr.,23,73.8,Martinez-Townsend,76.6,61.8,€81K,35.9
82381,LB,Qatar,76,Right,Premier League (England),197cm,€4.5M,J. Jones,35,78.2,Martinez-Townsend,68.9,64.2,€81K,14.5
279130,LW,Vietnam,76,Right,Beltran-Keith (Cyprus),172cm,€4.3M,B. Lewis,26,48.1,"Green, Lawrence and Smith",57.7,82.0,€81K,22.5
705192,RM,Turks and Caicos Islands,76,Left,Villegas-Haas (Austria),208cm,€4.3M,R. Matthews,34,35.2,"Smith, Kemp and Yu",45.6,56.5,€81K,82.8
828151,CAM,Faroe Islands,76,Left,Premier League (England),181cm,€4.9M,M. Estrada,31,56.8,"Miranda, Martin and Anderson",64.7,26.0,€81K,80.4
639851,GK,Cyprus,76,Left,"Coffey, Morris and Bell (Greece)",151cm,€4.3M,Anthony Jr.,31,70.5,Hicks-Henry,77.9,57.8,€80K,48.0
500702,RWB,Faroe Islands,76,Right,"Galloway, Mosley and Jones (Western Sahara)",164cm,€4.1M,Robert Howard,22,67.0,FC Bayern München,35.9,57.0,€80K,79.3
541669,CM,Qatar,76,Left,Premier League (England),198cm,€4.1M,L. Galvan,34,51.1,"Bell, Brewer and Little",72.5,76.9,€80K,61.2
263455,LW,Vietnam,76,Left,Villegas-Haas (Austria),201cm,€4.1M,E. Brooks,26,76.3,Huber-Rogers,75.0,46.7,€82K,47.7
66944,LW,Qatar,76,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",167cm,€4.4M,Steven Jr.,35,76.9,Oneill and Sons,74.7,60.0,€80K,51.1
165316,GK,Guatemala,76,Left,Premier League (England),206cm,€3.8M,D. Solomon,22,36.1,"Bullock, Rivera and Briggs",81.6,57.9,€80K,52.3
149000,LM,Vietnam,76,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",210cm,€4M,Steven Jr.,35,54.7,Oneill and Sons,61.8,81.2,€80K,40.3
894492,RWB,Botswana,76,Right,Villegas-Haas (Austria),183cm,€3.9M,T. Fuller,22,64.8,Ross-Weber,38.9,50.2,€80K,79.4
149053,ST,Guatemala,76,Left,Taylor-Cross (Vietnam),168cm,€4.3M,Dunlap,32,50.6,Miller Group,60.1,49.8,€80K,80.9
132887,RWB,Saint Kitts and Nevis,76,Left,Premier League (England),172cm,€3.6M,A. Martin,30,76.5,"Taylor, Bowen and Cantrell",75.0,38.5,€79K,56.9
509970,LB,Botswana,76,Right,Premier League (England),162cm,€4.1M,S. Calhoun,23,67.4,Campbell and Sons,78.4,54.7,€79K,45.2
944348,RWB,Western Sahara,76,Left,Premier League (England),195cm,€3.6M,William Trujillo,31,45.8,"Taylor, Bowen and Cantrell",82.9,49.1,€79K,53.8
329988,RM,Austria,76,Left,"Galloway, Mosley and Jones (Western Sahara)",182cm,€3.6M,M. Haas,35,26.7,Johnson-Thompson,29.5,27.3,€79K,91.5
837898,LWB,Turks and Caicos Islands,76,Left,Villegas-Haas (Austria),180cm,€3.5M,S. Pacheco,17,14.6,"Smith, Kemp and Yu",78.1,24.3,€79K,68.7
239895,ST,Greece,76,Left,"Middleton, Mccarty and Sullivan (Botswana)",200cm,€3.5M,Timothy Jr.,24,59.2,Brown-Watson,81.0,41.6,€79K,59.3
895262,ST,Turks and Caicos Islands,76,Left,Premier League (England),162cm,€3.5M,Timothy Black,31,80.3,"Taylor, Bowen and Cantrell",54.2,30.9,€79K,63.6
84646,RWB,Western Sahara,76,Right,Premier League (England),181cm,€3.4M,N. Richardson,26,68.9,Yoder-Ramos,37.7,64.0,€79K,78.7
977662,RB,Greece,76,Right,Beltran-Keith (Cyprus),172cm,€3.4M,M. Black,25,48.4,Harrison Ltd,56.0,66.8,€79K,78.9
642559,GK,Guatemala,76,Left,"Middleton, Mccarty and Sullivan (Botswana)",154cm,€3.6M,J. Black,30,38.6,FC Barcelona,83.6,54.7,€78K,35.0
372243,LB,Qatar,76,Right,Premier League (England),172cm,€3.4M,Jesus Franklin,35,81.1,"Miranda, Martin and Anderson",56.8,59.5,€78K,40.2
93754,CAM,Western Sahara,76,Left,Premier League (England),153cm,€3.4M,L. Eaton,21,50.8,Paris Saint Germain,47.5,40.5,€78K,84.5
942158,LW,Botswana,75,Left,Dunlap-Jenkins (Greece),165cm,€3.3M,Baldwin,29,78.3,"Mckinney, Williams and Wright",67.0,66.0,€79K,39.2
41392,GK,Turks and Caicos Islands,75,Right,"Smith, Townsend and Moon (Vietnam)",193cm,€3.3M,J. Jimenez,29,60.9,Martinez Inc,77.9,66.3,€76K,61.6
746119,RWB,Qatar,75,Left,"Galloway, Mosley and Jones (Western Sahara)",203cm,€3.3M,Wilson,33,69.6,Johnson-Thompson,49.5,40.2,€77K,76.2
394160,RB,Saint Kitts and Nevis,75,Right,Villegas-Haas (Austria),152cm,€3.3M,J. Pena,51,39.2,Edwards Group,30.3,69.2,€77K,76.9
271315,LB,Greece,75,Right,Premier League (England),179cm,€3.1M,I. Walker,36,56.5,"Solomon, Lopez and Roberts",81.4,38.0,€76K,20.2
722076,CDM,Cyprus,75,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",205cm,€3.4M,C. Rodriguez,27,79.3,Oneill and Sons,33.7,23.5,€76K,61.4
681212,CB,Faroe Islands,75,Right,Premier League (England),159cm,€3.2M,T. Gomez,23,35.1,Davis-Kelly,51.7,49.0,€77K,83.1
738786,LWB,Greece,75,Right,Taylor-Cross (Vietnam),205cm,€3.1M,Baker,27,74.9,Liverpool,57.8,73.5,€76K,65.4
837095,RM,Turks and Caicos Islands,75,Left,Stewart-Cooper (Vietnam),151cm,€2.8M,Farley,46,25.4,Wilson Ltd,33.5,22.6,€76K,88.3
75241,RWB,Qatar,75,Left,Premier League (England),172cm,€3.1M,J. Dickerson,32,69.5,Stark Ltd,54.6,44.2,€75K,77.1
255475,LB,Botswana,75,Right,Premier League (England),179cm,€2.8M,D. Whitaker,25,76.8,Garcia Inc,67.9,28.4,€76K,33.8
689728,LWB,Saint Kitts and Nevis,75,Right,"Coffey, Morris and Bell (Greece)",152cm,€2.9M,David Mitchell,40,43.2,Gordon-Henderson,61.3,72.4,€75K,75.3
493137,CDM,Vietnam,75,Right,Premier League (England),197cm,€2.6M,R. Flores,35,83.1,Campbell and Sons,52.1,22.1,€75K,33.0
288385,ST,Turks and Caicos Islands,75,Left,Beltran-Keith (Cyprus),186cm,€2.9M,C. Stewart,28,69.4,"Johnson, Burnett and Adams",77.4,43.6,€75K,64.6
550787,LW,Botswana,75,Left,"Galloway, Mosley and Jones (Western Sahara)",194cm,€2.6M,Rodriguez,35,76.5,Johnson-Thompson,71.0,53.4,€75K,43.2
796698,LWB,Qatar,75,Left,Beltran-Keith (Cyprus),152cm,€2.6M,Adam Reed,22,12.6,"Green, Lawrence and Smith",85.5,45.2,€74K,35.5
952365,RM,Faroe Islands,75,Left,Beltran-Keith (Cyprus),182cm,€2.4M,Pierce,33,59.2,Perez-Lambert,54.8,58.0,€74K,79.8
330009,LWB,Qatar,75,Left,Stewart-Cooper (Vietnam),193cm,€2.6M,Kyle Adams,53,30.5,Wilson Ltd,81.6,36.5,€74K,55.8
133438,LWB,Qatar,75,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",190cm,€2.4M,Ryan Jr.,27,75.9,Oneill and Sons,65.1,72.3,€74K,51.9
510272,LB,Austria,75,Right,Premier League (England),202cm,€2.4M,A. Russell,25,65.1,Yoder-Ramos,78.3,34.6,€74K,16.5
690540,CDM,Qatar,75,Right,"Middleton, Mccarty and Sullivan (Botswana)",160cm,€2.3M,David Gaines,29,77.8,FC Barcelona,42.6,30.9,€73K,65.0
444995,LWB,Saint Kitts and Nevis,75,Right,Stewart-Cooper (Vietnam),153cm,€2.3M,M. Miller,23,78.2,Manchester United,67.3,41.6,€74K,48.4
207758,LWB,Vietnam,75,Left,Stewart-Cooper (Vietnam),183cm,€2.2M,C. Rodriguez,20,17.7,Holland Ltd,81.4,16.8,€73K,54.2
297937,LW,Austria,75,Left,Villegas-Haas (Austria),178cm,€2.5M,T. Martinez,20,67.7,Huber-Rogers,72.3,76.2,€73K,34.1
986075,CB,Qatar,75,Right,"Galloway, Mosley and Jones (Western Sahara)",205cm,€2.2M,Mark Dawson,33,57.9,"Murphy, Harrell and Henderson",46.8,34.6,€73K,80.5
347307,CB,Faroe Islands,75,Left,"Smith, Townsend and Moon (Vietnam)",168cm,€2.1M,Gregory Hahn,31,81.2,Martinez Inc,56.8,35.6,€73K,57.1
462159,RWB,Qatar,75,Left,Beltran-Keith (Cyprus),200cm,€2.4M,F. Green,27,55.6,Perez-Lambert,60.9,49.5,€73K,79.3
142764,CB,Guatemala,75,Right,Premier League (England),203cm,€2M,J. Stone,26,32.5,"Miranda, Martin and Anderson",43.1,58.3,€73K,81.1
962382,RWB,Cyprus,75,Right,Dunlap-Jenkins (Greece),180cm,€2.2M,J. Mcfarland,28,37.6,"Hayes, Jones and Bernard",9.5,69.4,€73K,77.5
479087,LB,Qatar,75,Left,Premier League (England),197cm,€1.9M,M. Alvarez,22,50.5,"Taylor, Bowen and Cantrell",64.8,55.1,€73K,78.1
360826,RB,Guatemala,74,Right,Villegas-Haas (Austria),194cm,€1.9M,Brian Allen,21,50.3,Edwards Group,55.0,67.9,€72K,76.3
606797,RB,Saint Kitts and Nevis,74,Right,Villegas-Haas (Austria),179cm,€1.8M,S. Patrick,26,38.3,Huber-Rogers,55.9,80.5,€73K,55.4
9057,LM,Botswana,74,Right,Beltran-Keith (Cyprus),175cm,€1.7M,Paul Ortiz,33,29.2,"Green, Lawrence and Smith",48.3,82.1,€72K,46.2
222161,RWB,Faroe Islands,74,Right,Premier League (England),173cm,€1.7M,M. Harper,35,37.8,Paris Saint Germain,23.2,66.4,€72K,76.6
697364,GK,Greece,74,Left,Premier League (England),173cm,€1.7M,Edward Jr.,34,36.4,Campbell and Sons,83.9,44.6,€72K,25.7
1335,LW,Saint Kitts and Nevis,74,Left,Beltran-Keith (Cyprus),209cm,€1.6M,J. Schwartz,28,70.8,"Johnson, Burnett and Adams",75.1,56.4,€72K,23.0
796000,RB,Botswana,74,Left,Premier League (England),203cm,€1.5M,K. Barnes,30,41.7,Martinez-Townsend,67.6,44.4,€72K,75.6
927318,LW,Guatemala,74,Left,"Smith, Townsend and Moon (Vietnam)",197cm,€1.3M,N. Martin,44,69.2,"Vargas, Wise and Glover",75.7,54.0,€71K,47.8
468588,GK,Saint Kitts and Nevis,74,Right,Villegas-Haas (Austria),189cm,€1.6M,Harding,23,52.2,Huber-Rogers,79.6,54.9,€71K,55.5
452604,LB,Cyprus,74,Left,Premier League (England),160cm,€1.3M,M. Brown,23,39.5,Paris Saint Germain,65.5,49.2,€72K,77.1
952387,GK,Vietnam,74,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",178cm,€1.5M,D. Martinez,26,25.2,Oneill and Sons,78.7,56.0,€71K,58.7
297099,LWB,Guatemala,74,Right,Stewart-Cooper (Vietnam),176cm,€1000K,Combs,47,79.8,Underwood-Gomez,53.4,41.3,€72K,58.2
51387,GK,Austria,74,Left,"Smith, Townsend and Moon (Vietnam)",179cm,€1.1M,M. Brennan,31,48.3,Martinez Inc,82.9,34.9,€71K,45.4
567622,LWB,Greece,74,Right,Premier League (England),160cm,€1.1M,M. Cruz,29,75.2,"Bullock, Rivera and Briggs",47.5,61.1,€71K,71.0
985636,CDM,Greece,74,Right,Taylor-Cross (Vietnam),161cm,€999K,G. Pearson,40,83.4,Liverpool,46.1,38.9,€70K,34.7
494117,CDM,Greece,74,Right,Premier League (England),200cm,€999K,C. Lewis,30,84.6,Campbell and Sons,33.1,42.1,€71K,38.1
84678,CF,Turks and Caicos Islands,74,Left,Stewart-Cooper (Vietnam),201cm,€998K,M. Johnston,33,82.8,Wall PLC,36.3,39.3,€71K,46.1
887513,LW,Vietnam,74,Right,"Galloway, Mosley and Jones (Western Sahara)",186cm,€1.2M,G. Garza,29,38.9,Johnson-Thompson,29.7,80.0,€71K,56.5
559924,LB,Cyprus,74,Left,Premier League (England),150cm,€989K,C. Gonzalez,31,27.4,"Bell, Brewer and Little",62.8,40.1,€70K,78.3
428946,CM,Saint Kitts and Nevis,74,Left,Premier League (England),201cm,€992K,C. Klein,24,32.9,"Miranda, Martin and Anderson",78.5,61.4,€69K,39.9
650192,GK,Botswana,74,Left,Premier League (England),150cm,€995K,M. Burke,34,38.3,"Diaz, Evans and Pham",85.4,39.9,€69K,22.4
502748,CM,Guatemala,74,Left,"Galloway, Mosley and Jones (Western Sahara)",195cm,€994K,J. Hays,27,40.0,FC Bayern München,66.5,76.2,€70K,58.7
970149,GK,Qatar,74,Left,"Middleton, Mccarty and Sullivan (Botswana)",185cm,€978K,R. Watts,29,41.2,Brown-Watson,80.2,33.9,€69K,57.1
773631,LWB,Saint Kitts and Nevis,74,Right,Stewart-Cooper (Vietnam),153cm,€987K,S. Lewis,35,45.4,Underwood-Gomez,45.5,60.8,€69K,78.7
806406,GK,Guatemala,74,Right,Dunlap-Jenkins (Greece),185cm,€979K,M. Smith,28,21.3,"Mckinney, Williams and Wright",76.3,62.8,€70K,65.2
831123,ST,Guatemala,74,Left,Premier League (England),187cm,€999K,K. Guerrero,22,77.7,"Bell, Brewer and Little",59.7,21.1,€68K,63.9
626335,RWB,Botswana,74,Left,Stewart-Cooper (Vietnam),155cm,€975K,Jordan Jr.,25,65.2,Manchester United,54.8,77.6,€68K,58.7
741140,CB,Western Sahara,74,Left,Stewart-Cooper (Vietnam),150cm,€974K,S. Mcguire,25,51.8,Wilson Ltd,69.2,31.1,€68K,75.8
429908,RW,Guatemala,74,Left,Stewart-Cooper (Vietnam),167cm,€976K,W. Osborne,25,87.0,Wilson Ltd,27.3,34.5,€68K,24.7
438112,RWB,Cyprus,74,Right,Stewart-Cooper (Vietnam),197cm,€978K,J. Moore,35,73.7,Manchester United,29.9,60.0,€68K,74.5
724923,RB,Western Sahara,74,Left,Premier League (England),184cm,€970K,B. Mcconnell,31,68.4,"Solomon, Lopez and Roberts",76.2,56.0,€68K,57.1
753758,CM,Faroe Islands,73,Left,Premier League (England),166cm,€967K,B. Sheppard,30,46.6,Lawson Ltd,44.1,80.1,€67K,52.0
65656,RW,Austria,73,Left,"Galloway, Mosley and Jones (Western Sahara)",183cm,€973K,D. Reynolds,21,77.3,Johnson-Thompson,17.4,58.2,€68K,21.0
844019,CM,Guatemala,73,Left,Stewart-Cooper (Vietnam),153cm,€974K,J. Greer,47,37.4,Wilson Ltd,67.5,74.7,€67K,46.0
8546,LWB,Vietnam,73,Right,Taylor-Cross (Vietnam),170cm,€961K,J. Warren,34,65.8,Collins-Moore,53.0,46.9,€67K,74.9
8709,LB,Botswana,73,Left,Premier League (England),196cm,€960K,Bryant,26,36.8,Yoder-Ramos,32.0,38.4,€67K,83.9
320049,RB,Vietnam,73,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",193cm,€965K,F. Cunningham,30,38.8,"Wheeler, Moore and Allen",41.6,72.0,€67K,73.4
909878,GK,Cyprus,73,Left,"Coffey, Morris and Bell (Greece)",200cm,€963K,J. Williams,32,41.3,Hicks-Henry,80.3,41.4,€67K,51.7
123460,CM,Qatar,73,Left,Beltran-Keith (Cyprus),210cm,€954K,W. Bruce,23,18.8,Harrison Ltd,44.3,78.7,€66K,54.1
647943,RW,Cyprus,73,Right,Dunlap-Jenkins (Greece),167cm,€955K,D. Price,29,43.1,"Mckinney, Williams and Wright",67.1,75.1,€66K,34.0
549652,RB,Turks and Caicos Islands,73,Left,Premier League (England),171cm,€957K,A. Hernandez,29,68.5,"Bell, Brewer and Little",71.2,45.9,€67K,73.3
779191,LW,Greece,73,Left,Premier League (England),167cm,€978K,B. Peters,32,78.0,Gentry-Garcia,49.4,59.9,€66K,28.6
123866,CM,Saint Kitts and Nevis,73,Right,"Middleton, Mccarty and Sullivan (Botswana)",190cm,€953K,D. Adams,22,32.4,FC Barcelona,58.3,77.8,€65K,44.0
934901,LW,Vietnam,73,Right,Villegas-Haas (Austria),197cm,€954K,Webb,24,50.3,"Smith, Kemp and Yu",44.5,81.2,€66K,26.6
189798,LW,Turks and Caicos Islands,73,Left,"Middleton, Mccarty and Sullivan (Botswana)",193cm,€950K,C. Thomas,52,79.5,Brown-Watson,52.4,51.1,€65K,40.5
83318,LM,Guatemala,73,Right,Premier League (England),165cm,€956K,C. Brennan,35,28.5,"Bullock, Rivera and Briggs",64.0,76.5,€66K,41.7
484735,CF,Vietnam,73,Left,Taylor-Cross (Vietnam),201cm,€948K,Henry Jr.,32,56.8,"Orozco, Mercado and Bartlett",41.2,30.6,€65K,78.7
468404,RM,Faroe Islands,73,Right,Beltran-Keith (Cyprus),174cm,€949K,R. Lloyd,40,33.7,"Johnson, Burnett and Adams",82.9,44.0,€65K,8.2
157430,RB,Qatar,73,Left,Stewart-Cooper (Vietnam),153cm,€948K,J. Cabrera,29,73.9,Wall PLC,70.2,28.1,€65K,53.8
67599,LWB,Cyprus,73,Right,Dunlap-Jenkins (Greece),164cm,€949K,J. Martin,31,69.1,"Hayes, Jones and Bernard",43.6,51.3,€66K,74.7
141404,RM,Austria,73,Left,Taylor-Cross (Vietnam),170cm,€942K,William Jr.,28,44.1,Liverpool,25.8,47.6,€65K,80.9
198800,RW,Guatemala,73,Left,Beltran-Keith (Cyprus),166cm,€945K,A. Davis,33,81.0,Harrison Ltd,9.1,47.5,€64K,25.6
624822,LB,Guatemala,73,Left,Premier League (England),190cm,€941K,S. Wilson,46,43.1,Garcia Inc,35.7,61.1,€65K,76.6
