,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
422,Buneary,199,144,235,Alola,95,38,73,Steel,Ice
423,Lopunny,82,4,60,Kanto,77,220,225,Steel,DNE
424,Mismagius,19,198,19,Alola,74,161,134,Ice,Dragon
425,Honchkrow,82,6,59,Alola,143,256,201,Electric,Psychic
426,Glameow,127,32,176,Paldea,71,129,88,Bug,Ghost
427,Purugly,144,124,209,Hoenn,102,234,200,Ghost,DNE
428,Chingling,163,27,26,Johto,85,195,63,Fairy,Bug
429,Stunky,18,82,117,Galar,30,145,25,Steel,Grass
430,Skuntank,119,144,156,Paldea,214,28,72,Dragon,Electric
431,Bronzor,82,9,128,Galar,121,101,150,Ground,DNE
432,Bronzong,78,206,11,Kanto,41,76,93,Poison,DNE
433,Bonsly,170,14,253,Hoenn,41,208,79,Fire,DNE
434,Happiny,22,138,154,Sinnoh,18,117,169,Fire,DNE
435,Chatot,154,73,1,Paldea,81,38,245,Fairy,DNE
436,Spiritomb,141,49,3,Kalos,256,38,202,Flying,Rock
437,Gible,151,250,158,Hoenn,188,76,211,Bug,Dark
438,Gabite,143,225,88,Unova,203,70,238,Normal,Flying
439,Garchomp,115,177,78,Hoenn,177,66,138,Grass,Psychic
440,Munchlax,203,20,123,Paldea,253,162,40,Grass,Normal
441,Riolu,145,12,96,Kalos,114,7,214,Bug,DNE
442,Lucario,190,49,28,Galar,33,60,14,Ice,Poison
443,Hippopotas,68,2,91,Kanto,220,168,15,Flying,Ice
444,Hippowdon,126,166,110,Alola,149,245,138,Ground,DNE
445,Skorupi,198,168,128,Johto,149,23,48,Poison,Dark
446,Drapion,50,17,239,Galar,126,177,230,Flying,Grass
447,Croagunk,165,234,214,Kanto,138,211,140,Psychic,Fairy
448,Toxicroak,1,208,251,Hoenn,254,28,154,Poison,Ice
449,Carnivine,43,158,149,Hoenn,93,188,115,Ice,Fairy
450,Finneon,50,32,59,Unova,34,15,108,Fairy,Electric
451,Lumineon,114,185,228,Alola,125,96,146,Electric,DNE
452,Mantyke,45,224,28,Paldea,192,252,31,Rock,Electric
453,Snover,141,33,27,Alola,227,50,246,Ground,DNE
454,Abomasnow,122,194,227,Kalos,192,154,238,Steel,Fighting
455,Weavile,247,244,91,Galar,172,214,44,Fighting,Normal
456,Magnezone,113,140,228,Paldea,162,16,70,Ghost,DNE
457,Lickilicky,104,10,154,Paldea,212,134,146,Rock,Dark
458,Rhyperior,143,175,30,Kanto,199,110,170,Electric,Ground
459,Tangrowth,106,47,29,Johto,130,83,65,Ice,Bug
460,Electivire,17,32,130,Hoenn,99,87,94,Psychic,Fairy
461,Magmortar,97,155,238,Paldea,242,13,176,Grass,Steel
462,Togekiss,79,112,251,Galar,196,207,128,Grass,Poison
463,Yanmega,30,209,107,Sinnoh,203,45,132,Bug,DNE
464,Leafeon,229,117,8,Unova,12,198,244,Water,Poison
465,Glaceon,240,56,225,Paldea,26,221,18,Poison,Steel
466,Gliscor,253,214,91,Alola,20,250,86,Bug,Ice
467,Mamoswine,213,58,232,Alola,225,50,205,Ice,Poison
468,Porygon-Z,180,122,94,Alola,69,118,138,Grass,Steel
469,Gallade,165,220,244,Kalos,204,197,58,Dark,Grass
470,Probopass,27,51,248,Hoenn,49,12,6,Psychic,Dragon
471,Dusknoir,167,118,193,Hoenn,108,81,107,Electric,Grass
472,Froslass,39,179,52,Hoenn,15,29,64,Normal,Ghost
473,Rotom,112,76,102,Galar,54,154,42,Dark,Fighting
474,Uxie,33,221,128,Galar,111,83,248,Rock,Dragon
475,Mesprit,207,38,117,Kalos,210,67,53,Grass,Dark
476,Azelf,174,130,180,Kanto,66,79,156,Poison,Flying
477,Dialga,244,92,215,Paldea,51,188,193,Dark,DNE
478,Palkia,181,79,226,Kalos,81,167,147,Normal,Steel
479,Heatran,168,47,117,Kanto,222,68,35,Flying,Steel
480,Regigigas,196,125,181,Hoenn,159,180,232,Flying,Ice
481,Giratina,114,28,197,Hoenn,187,68,227,Grass,DNE
482,Cresselia,131,129,71,Alola,157,212,230,Fairy,Grass
483,Phione,111,113,5,Kanto,158,193,256,Water,Normal
484,Manaphy,96,240,172,Unova,8,38,145,Fire,Psychic
485,Darkrai,195,21,93,Hoenn,220,137,14,Water,DNE
486,Shaymin,152,39,139,Hoenn,30,250,197,Ghost,Ground
487,Arceus,65,24,190,Galar,102,68,6,Fairy,Normal
488,Victini,33,69,224,Galar,147,195,52,Bug,Electric
489,Snivy,70,111,168,Johto,173,199,13,Ground,Fighting
490,Servine,173,185,199,Galar,192,172,150,Dragon,DNE
491,Serperior,203,151,66,Hoenn,194,99,55,Dragon,Rock
492,Tepig,14,123,107,Kanto,69,143,33,Dragon,DNE
493,Pignite,215,193,174,Alola,19,217,25,Water,Steel
494,Emboar,228,64,39,Johto,136,10,255,Fire,Water
495,Oshawott,203,154,178,Paldea,225,172,77,Electric,Psychic
496,Dewott,210,128,73,Kanto,122,214,200,Water,Grass
497,Samurott,99,205,62,Paldea,94,56,95,Bug,Ice
498,Patrat,63,143,167,Hoenn,138,185,166,Poison,Fairy
499,Watchog,118,189,17,Alola,58,195,165,Steel,DNE
500,Lillipup,192,209,239,Kalos,7,215,209,Grass,Bug
501,Herdier,137,147,126,Unova,190,169,136,Normal,Poison
502,Stoutland,8,186,162,Paldea,7,29,222,Flying,Fighting
503,Purrloin,154,240,214,Kalos,148,177,6,Flying,Electric
504,Liepard,80,26,48,Sinnoh,193,169,96,Water,Ice
505,Pansage,239,121,32,Unova,112,244,69,Poison,Ice
506,Simisage,7,158,15,Alola,34,201,78,Ghost,Flying
507,Pansear,116,172,96,Johto,114,149,190,Steel,Fairy
508,Simisear,256,189,78,Alola,61,54,172,Ground,DNE
509,Panpour,123,251,81,Alola,77,8,22,Grass,Ground
510,Simipour,174,43,250,Unova,100,172,227,Steel,DNE
511,Munna,82,144,26,Johto,181,196,79,Fighting,Poison
512,Musharna,98,133,156,Galar,173,48,216,Fighting,Grass
513,Pidove,170,33,10,Unova,36,225,98,Electric,Ghost
514,Tranquill,199,155,14,Galar,171,31,107,Grass,Electric
515,Unfezant,151,161,62,Paldea,37,71,204,Fighting,Steel
516,Blitzle,118,193,43,Galar,85,181,167,Grass,Ghost
517,Zebstrika,182,179,36,Kalos,211,38,71,Poison,Ice
518,Roggenrola,227,127,190,Alola,29,98,100,Normal,DNE
519,Boldore,12,141,16,Unova,12,52,234,Ground,Fairy
520,Gigalith,243,121,123,Paldea,83,26,44,Grass,DNE
521,Woobat,231,33,35,Sinnoh,110,35,176,Ground,DNE
522,Swoobat,189,94,211,Paldea,184,170,109,Psychic,Dragon
523,Drilbur,104,252,43,Alola,26,31,107,Ice,Fire
524,Excadrill,114,78,236,Hoenn,154,189,47,Fairy,Dragon
525,Audino,233,123,63,Johto,96,136,169,Ice,DNE
526,Timburr,2,233,142,Sinnoh,38,215,190,Flying,Fire
527,Gurdurr,104,115,12,Kalos,44,67,45,Fire,Rock
528,Conkeldurr,70,156,119,Kanto,189,117,75,Fairy,Flying
529,Tympole,226,223,148,Kalos,84,100,49,Fairy,Normal
530,Palpitoad,17,79,7,Alola,175,19,57,Dark,DNE
531,Seismitoad,144,30,41,Galar,211,135,169,Flying,Ghost
532,Throh,170,209,183,Hoenn,121,17,12,Bug,Water
533,Sawk,72,120,132,Alola,183,89,229,Fire,DNE
534,Sewaddle,164,138,244,Alola,107,17,160,Poison,DNE
535,Swadloon,4,251,167,Alola,35,198,207,Flying,Ghost
536,Leavanny,232,10,199,Galar,205,247,171,Ghost,Fighting
537,Venipede,194,22,146,Galar,186,235,94,Ground,Grass
538,Whirlipede,78,174,224,Hoenn,111,116,120,Water,Psychic
539,Scolipede,70,162,78,Kalos,38,234,20,Ice,Flying
540,Cottonee,22,80,235,Kalos,215,240,185,Bug,DNE
541,Whimsicott,82,224,81,Unova,80,127,89,Flying,Ice
542,Petilil,253,20,127,Kalos,143,15,23,Ground,Fire
543,Lilligant,175,234,31,Hoenn,184,193,131,Dark,Grass
544,Basculin,164,253,244,Galar,163,102,57,Poison,Flying
545,Sandile,226,247,98,Kanto,21,79,113,Water,Ghost
546,Krokorok,23,231,73,Paldea,233,203,5,Psychic,DNE
547,Krookodile,113,48,251,Paldea,203,35,250,Ice,DNE
548,Darumaka,201,152,235,Kalos,104,36,157,Fighting,Steel
549,Darmanitan,184,237,15,Alola,148,129,187,Dragon,Flying
550,Maractus,223,200,245,Alola,37,194,95,Ground,DNE
551,Dwebble,247,203,45,Paldea,22,241,11,Psychic,Flying
552,Crustle,53,44,58,Johto,234,97,158,Poison,Dragon
553,Scraggy,157,177,170,Kalos,184,184,217,Fairy,Ghost
554,Scrafty,172,68,197,Hoenn,187,156,249,Water,Steel
555,Sigilyph,178,252,170,Kalos,235,256,225,Dragon,Water
556,Yamask,172,194,15,Alola,165,26,90,Ground,Fire
557,Cofagrigus,110,146,133,Unova,161,122,204,Flying,Poison
558,Tirtouga,15,230,109,Johto,28,47,37,Normal,Steel
559,Carracosta,208,87,153,Unova,175,109,134,Dragon,Poison
560,Archen,24,118,109,Kalos,34,38,210,Grass,DNE
561,Archeops,70,22,161,Kanto,95,157,67,Dragon,DNE
562,Trubbish,198,236,76,Johto,47,202,247,Fighting,Normal
563,Garbodor,154,144,153,Johto,95,92,166,Grass,Fire
564,Zorua,57,69,55,Hoenn,70,148,135,Fairy,DNE
565,Zoroark,46,125,102,Unova,36,234,247,Ghost,DNE
566,Minccino,40,1,83,Alola,255,57,159,Rock,Dragon
567,Cinccino,66,223,157,Johto,59,188,216,Ground,DNE
568,Gothita,130,200,10,Unova,119,81,23,Psychic,Bug
569,Gothorita,53,121,248,Paldea,215,193,163,Grass,Fire
570,Gothitelle,119,71,32,Kanto,156,232,52,Normal,DNE
571,Solosis,41,159,133,Johto,65,75,139,Normal,Poison
572,Duosion,122,105,172,Galar,5,163,191,Grass,DNE
573,Reuniclus,187,29,185,Sinnoh,184,178,238,Poison,Grass
574,Ducklett,86,211,172,Kanto,137,32,42,Poison,Ice
575,Swanna,195,87,171,Alola,23,207,85,Steel,Bug
576,Vanillite,134,79,44,Galar,184,170,194,Water,Dark
577,Vanillish,127,56,248,Kanto,191,75,104,Flying,DNE
578,Vanilluxe,231,93,174,Paldea,174,146,200,Ghost,Dragon
579,Deerling,223,190,161,Alola,70,35,162,Fairy,DNE
580,Sawsbuck,144,53,134,Galar,151,85,187,Poison,Dark
581,Emolga,254,86,20,Kalos,95,209,124,Fire,Grass
582,Karrablast,119,124,159,Unova,231,216,186,Rock,Fighting
583,Escavalier,196,169,243,Alola,1,231,159,Bug,DNE
584,Foongus,69,215,21,Unova,56,44,29,Dark,Dragon
585,Amoonguss,252,200,77,Paldea,215,168,77,Psychic,Normal
586,Frillish,126,124,73,Paldea,13,239,113,Ice,Flying
587,Jellicent,10,86,62,Johto,132,57,33,Bug,DNE
588,Alomomola,110,144,100,Unova,166,86,13,Electric,Water
589,Joltik,60,46,91,Kalos,41,159,4,Ground,Fire
590,Galvantula,42,201,248,Galar,213,11,123,Ground,Psychic
591,Ferroseed,28,162,81,Galar,2,37,104,Dark,DNE
592,Ferrothorn,195,110,155,Alola,27,9,135,Fighting,Ice
593,Klink,75,236,69,Johto,208,105,55,Fairy,Water
594,Klang,78,220,45,Kanto,238,210,75,Fighting,DNE
595,Klinklang,226,144,11,Hoenn,207,210,171,Flying,Ghost
596,Tynamo,128,247,203,Johto,252,244,137,Dark,Water
597,Eelektrik,61,96,95,Paldea,47,187,96,Psychic,Flying
598,Eelektross,208,63,73,Sinnoh,133,86,120,Ice,DNE
599,Elgyem,70,119,160,Paldea,244,49,94,Poison,DNE
600,Beheeyem,188,76,103,Paldea,235,106,7,Ice,Fairy
601,Litwick,47,50,17,Paldea,124,158,138,Normal,Rock
602,Lampent,111,36,35,Sinnoh,202,134,87,Ice,Flying
603,Chandelure,112,162,165,Unova,155,135,130,Steel,Bug
604,Axew,247,221,107,Alola,201,16,40,Steel,Fire
605,Fraxure,212,3,69,Unova,135,255,30,Fighting,Water
606,Haxorus,158,250,110,Galar,189,172,173,Ghost,Electric
607,Cubchoo,248,68,17,Paldea,152,161,184,Flying,DNE
608,Beartic,4,97,47,Kanto,41,130,236,Psychic,Bug
609,Cryogonal,161,2,176,Hoenn,82,109,229,Ghost,Fairy
610,Shelmet,65,177,182,Galar,72,33,253,Fairy,DNE
611,Accelgor,56,200,87,Johto,245,39,220,Grass,Fairy
612,Stunfisk,235,140,142,Galar,42,95,60,Fairy,Dark
613,Mienfoo,234,141,9,Kalos,232,78,239,Ground,Fire
614,Mienshao,31,66,151,Galar,198,65,184,Normal,Fire
615,Druddigon,13,183,214,Sinnoh,185,78,224,Dragon,Bug
616,Golett,248,92,96,Paldea,140,112,29,Bug,Electric
617,Golurk,246,218,185,Sinnoh,30,248,118,Flying,Water
618,Pawniard,117,47,223,Unova,59,240,207,Steel,Dark
619,Bisharp,16,197,230,Unova,11,195,123,Bug,DNE
620,Bouffalant,117,97,34,Galar,250,111,177,Fairy,Rock
621,Rufflet,146,74,46,Alola,117,63,220,Poison,Electric
622,Braviary,81,156,12,Alola,236,101,210,Fairy,Psychic
623,Vullaby,112,172,192,Galar,192,40,65,Fairy,Ground
624,Mandibuzz,21,48,153,Kalos,1,133,77,Flying,Bug
625,Heatmor,48,243,140,Alola,187,107,181,Dragon,Poison
626,Durant,123,68,194,Alola,161,112,11,Fire,Electric
627,Deino,174,223,202,Paldea,145,96,63,Ground,Rock
628,Zweilous,101,89,120,Paldea,126,35,234,Fire,Bug
629,Hydreigon,181,159,242,Unova,67,147,30,Poison,DNE
630,Larvesta,41,89,119,Paldea,230,128,49,Poison,Fairy
631,Volcarona,62,138,58,Hoenn,71,46,188,Rock,Water
632,Cobalion,157,18,6,Kalos,214,242,199,Flying,Psychic
633,Terrakion,134,130,113,Johto,84,94,246,Grass,Normal
634,Virizion,19,174,66,Kalos,241,71,122,Ghost,Normal
635,Tornadus,84,231,99,Galar,91,181,95,Dark,Flying
636,Thundurus,29,24,121,Unova,230,85,14,Ice,Water
637,Reshiram,191,17,246,Hoenn,193,228,56,Steel,Bug
638,Zekrom,130,22,239,Kanto,130,19,181,Grass,DNE
639,Landorus,70,185,246,Alola,216,25,198,Ice,Poison
640,Kyurem,89,241,165,Alola,253,134,81,Water,Ground
641,Keldeo,168,234,37,Johto,212,159,36,Fighting,DNE
642,Meloetta,132,143,190,Hoenn,81,63,248,Ground,DNE
643,Genesect,170,169,170,Galar,218,161,14,Flying,Bug
644,Chespin,139,223,139,Alola,216,253,181,Fairy,Grass
645,Quilladin,109,254,200,Unova,194,167,41,Poison,Steel
646,Chesnaught,181,157,160,Johto,15,77,207,Dragon,DNE
647,Fennekin,78,237,253,Galar,223,60,70,Grass,DNE
648,Braixen,216,149,92,Paldea,241,254,191,Water,Ground
649,Delphox,124,126,48,Alola,245,59,120,Grass,Dragon
650,Froakie,65,170,24,Kalos,253,180,229,Ice,DNE
651,Frogadier,168,212,46,Kanto,65,158,68,Rock,DNE
652,Greninja,101,231,189,Unova,55,188,251,Flying,Steel
653,Bunnelby,120,159,123,Unova,152,159,153,Rock,DNE
654,Diggersby,88,50,49,Paldea,103,215,154,Fighting,Psychic
655,Fletchling,111,104,20,Kanto,184,48,31,Grass,Rock
656,Fletchinder,237,154,216,Kalos,36,245,237,Flying,Normal
657,Talonflame,168,39,175,Paldea,102,164,238,Fighting,Dark
658,Scatterbug,19,152,184,Paldea,142,31,208,Grass,DNE
659,Spewpa,103,149,118,Sinnoh,127,240,27,Flying,DNE
660,Vivillon,151,176,177,Hoenn,231,69,197,Fighting,Ghost
661,Litleo,32,51,216,Kanto,25,36,96,Psychic,Poison
662,Pyroar,49,112,225,Kalos,147,160,215,Ghost,Ice
663,Floette,153,192,5,Kalos,78,65,117,Ghost,Dark
664,Florges,156,212,96,Galar,210,170,103,Ghost,Ground
665,Skiddo,103,174,151,Kanto,112,167,20,Dark,Flying
666,Gogoat,149,256,4,Paldea,23,116,100,Rock,DNE
667,Pancham,78,74,83,Galar,39,148,62,Poison,DNE
668,Pangoro,56,99,255,Kanto,254,231,64,Normal,Flying
669,Furfrou,19,54,29,Alola,85,200,46,Ghost,Psychic
670,Espurr,189,38,77,Galar,234,123,117,Dragon,Bug
671,Meowstic,212,125,57,Unova,50,53,89,Ghost,Fighting
672,Honedge,253,162,165,Unova,68,99,112,Poison,Ice
673,Doublade,29,91,232,Unova,256,255,52,Flying,Fighting
674,Aegislash,3,161,41,Sinnoh,77,182,122,Fighting,Water
675,Spritzee,94,167,230,Kalos,57,223,9,Ghost,DNE
676,Aromatisse,26,102,49,Alola,203,106,250,Steel,DNE
677,Swirlix,1,55,245,Hoenn,242,81,14,Ground,DNE
678,Slurpuff,254,227,85,Kanto,73,121,213,Fire,Fairy
679,Inkay,224,187,39,Paldea,13,177,111,Normal,Ice
680,Malamar,26,159,36,Kalos,68,229,49,Fire,DNE
681,Binacle,218,13,217,Alola,212,26,21,Ice,Fighting
682,Barbaracle,212,42,28,Johto,72,98,52,Electric,DNE
683,Skrelp,51,213,245,Alola,228,178,100,Ground,Fighting
684,Dragalge,193,40,52,Galar,157,46,178,Dark,Ghost
685,Clauncher,96,208,48,Paldea,17,24,253,Poison,DNE
686,Clawitzer,162,61,231,Paldea,13,230,164,Dark,DNE
687,Helioptile,41,164,223,Unova,189,8,141,Electric,Grass
688,Heliolisk,175,116,34,Kanto,64,131,160,Dark,Rock
689,Tyrunt,58,43,191,Alola,201,239,107,Steel,Poison
690,Tyrantrum,63,206,176,Alola,69,9,81,Grass,Rock
691,Amaura,156,193,186,Sinnoh,64,126,144,Steel,Flying
692,Aurorus,147,117,50,Galar,184,89,250,Steel,DNE
693,Sylveon,235,154,18,Unova,19,90,138,Dark,Electric
694,Hawlucha,170,93,244,Hoenn,84,157,160,Water,DNE
695,Dedenne,59,97,176,Hoenn,108,239,145,Dragon,Ghost
696,Carbink,244,170,100,Paldea,32,197,127,Psychic,Ghost
697,Goomy,133,1,97,Sinnoh,61,5,106,Bug,Psychic
698,Sliggoo,233,38,217,Paldea,168,136,91,Rock,Grass
699,Goodra,20,136,192,Sinnoh,113,251,105,Dragon,Normal
700,Klefki,72,61,159,Hoenn,222,189,198,Dragon,Fighting
701,Phantump,140,155,41,Paldea,126,108,198,Psychic,DNE
702,Trevenant,221,16,69,Kalos,121,199,203,Ice,Dragon
703,Pumpkaboo,186,36,210,Hoenn,180,97,100,Normal,Fire
704,Gourgeist,248,54,120,Alola,214,141,117,Fairy,Normal
705,Bergmite,144,182,172,Kanto,99,131,89,Normal,Fire
706,Avalugg,15,179,136,Sinnoh,143,251,103,Dragon,Rock
707,Noibat,212,248,9,Kalos,251,141,147,Steel,DNE
708,Noivern,62,41,103,Sinnoh,249,100,133,Fighting,Steel
709,Xerneas,228,47,212,Sinnoh,209,252,208,Psychic,DNE
710,Yveltal,252,89,179,Kalos,45,161,77,Ice,Electric
711,Zygarde,65,77,228,Sinnoh,130,122,238,Rock,Dragon
712,Diancie,75,182,54,Kanto,96,16,218,Dragon,Water
713,Hoopa,194,84,62,Kanto,238,76,146,Steel,Poison
714,Volcanion,240,66,82,Johto,65,238,224,Ice,Grass
715,Rowlet,26,212,187,Hoenn,51,46,73,Fire,DNE
716,Dartrix,226,250,24,Galar,185,136,191,Steel,Fire
717,Decidueye,58,100,199,Alola,235,57,176,Psychic,Poison
718,Litten,185,2,241,Sinnoh,30,232,30,Ground,Dark
719,Torracat,198,59,111,Unova,104,187,27,Dragon,Ghost
720,Incineroar,256,56,14,Alola,41,48,140,Psychic,DNE
721,Popplio,118,11,219,Alola,169,151,57,Normal,Poison
722,Brionne,181,85,218,Sinnoh,232,81,124,Fairy,Normal
723,Primarina,97,12,91,Hoenn,23,221,235,Bug,DNE
724,Pikipek,255,19,73,Hoenn,143,8,131,Poison,DNE
725,Trumbeak,200,232,3,Hoenn,87,188,66,Ice,Psychic
726,Toucannon,218,131,232,Alola,70,163,114,Fighting,DNE
727,Yungoos,5,171,253,Unova,78,190,143,Ice,Electric
728,Gumshoos,60,112,203,Johto,219,76,51,Ghost,Dragon
729,Grubbin,113,117,85,Galar,85,51,145,Dragon,Fire
730,Charjabug,1,175,44,Sinnoh,6,68,215,Poison,Ghost
731,Vikavolt,202,10,175,Johto,123,173,166,Flying,Steel
732,Crabrawler,23,80,117,Hoenn,118,87,90,Water,Steel
733,Crabominable,86,125,56,Alola,178,132,125,Rock,DNE
734,Oricorio,91,32,213,Alola,180,156,161,Steel,DNE
735,Cutiefly,90,144,125,Alola,121,13,166,Fairy,DNE
736,Ribombee,164,211,122,Johto,174,134,15,Ground,Ice
737,Rockruff,21,221,169,Galar,244,86,48,Rock,Grass
738,Lycanroc,66,187,138,Hoenn,90,38,172,Psychic,Ice
739,Wishiwashi,27,88,4,Paldea,78,110,1,Poison,DNE
740,Mareanie,200,87,136,Kalos,121,162,54,Normal,Ice
741,Toxapex,124,152,162,Kalos,216,256,122,Rock,Fighting
742,Mudbray,12,181,231,Galar,148,212,167,Dragon,Bug
743,Mudsdale,66,247,32,Sinnoh,85,51,243,Electric,Dragon
744,Dewpider,172,67,191,Paldea,54,169,226,Bug,Fire
745,Araquanid,38,246,41,Alola,241,146,116,Fire,DNE
746,Fomantis,19,223,34,Johto,243,117,237,Psychic,DNE
747,Lurantis,146,113,175,Unova,151,138,36,Ground,Steel
748,Morelull,53,177,164,Johto,215,237,197,Rock,Psychic
749,Shiinotic,166,102,235,Kalos,130,40,108,Electric,Grass
750,Salandit,198,88,249,Unova,67,95,26,Fire,Ghost
751,Salazzle,241,146,8,Galar,240,202,206,Bug,Ghost
752,Stufful,178,210,55,Hoenn,112,255,153,Grass,DNE
753,Bewear,207,20,192,Kalos,201,129,20,Ghost,Flying
754,Bounsweet,203,61,183,Unova,214,141,166,Dragon,Dark
755,Steenee,65,181,168,Galar,169,132,18,Grass,Rock
756,Tsareena,55,252,224,Alola,105,76,141,Fairy,Steel
757,Comfey,49,117,83,Galar,40,223,237,Dragon,Psychic
758,Oranguru,223,91,230,Hoenn,180,163,28,Normal,DNE
759,Passimian,53,46,126,Sinnoh,24,13,155,Fire,Bug
760,Wimpod,132,165,57,Unova,120,209,20,Rock,DNE
761,Golisopod,188,94,74,Unova,73,192,115,Fire,Grass
762,Sandygast,175,254,100,Alola,103,135,162,Ice,DNE
763,Palossand,3,6,73,Alola,107,219,193,Rock,Flying
764,Pyukumuku,158,142,221,Paldea,136,44,162,Steel,Flying
765,Silvally,179,193,28,Hoenn,60,158,56,Ice,Electric
766,Minior,193,70,247,Kalos,232,146,187,Water,DNE
767,Komala,87,222,242,Sinnoh,50,243,110,Fairy,Poison
768,Turtonator,237,151,217,Alola,181,15,157,Poison,Bug
769,Togedemaru,174,216,173,Sinnoh,242,78,36,Dragon,Poison
770,Mimikyu,111,50,56,Sinnoh,212,175,244,Fire,DNE
771,Bruxish,201,152,86,Kalos,197,200,177,Bug,Grass
772,Drampa,253,59,90,Kanto,205,191,191,Water,Ice
773,Dhelmise,237,88,202,Paldea,76,117,53,Rock,Ghost
774,Jangmo-o,81,193,61,Unova,26,31,209,Fairy,Ghost
775,Hakamo-o,256,232,210,Alola,137,115,177,Poison,DNE
776,Kommo-o,99,196,182,Alola,26,191,136,Fire,Poison
777,Cosmog,83,236,222,Kalos,243,254,102,Dark,Bug
778,Cosmoem,163,124,27,Unova,159,218,200,Water,DNE
779,Solgaleo,197,48,183,Unova,238,182,2,Dark,Normal
780,Lunala,35,139,183,Johto,123,47,77,Fire,Rock
781,Nihilego,103,74,131,Galar,95,57,229,Flying,Dragon
782,Buzzwole,220,40,255,Unova,180,134,237,Dark,DNE
783,Pheromosa,72,95,242,Sinnoh,204,187,213,Grass,Fire
784,Xurkitree,59,48,92,Sinnoh,94,85,90,Fighting,Rock
785,Celesteela,241,19,113,Alola,108,17,143,Fighting,Rock
786,Kartana,46,74,130,Johto,57,239,84,Fighting,Flying
787,Guzzlord,169,234,141,Hoenn,98,44,163,Rock,Ice
788,Necrozma,31,129,144,Paldea,167,19,240,Bug,Flying
789,Magearna,137,118,209,Galar,127,242,251,Psychic,Grass
790,Marshadow,220,97,86,Unova,204,169,11,Grass,Fighting
791,Poipole,187,170,18,Galar,177,86,143,Poison,Steel
792,Naganadel,203,247,21,Kanto,17,1,239,Poison,DNE
793,Stakataka,108,103,33,Paldea,236,99,38,Electric,Fire
794,Blacephalon,43,179,58,Kanto,2,110,225,Grass,Rock
795,Zeraora,103,62,252,Kanto,81,16,81,Bug,Dark
796,Meltan,118,4,37,Hoenn,6,216,149,Fighting,DNE
797,Melmetal,15,145,226,Galar,210,254,66,Ghost,Electric
798,Grookey,26,200,167,Unova,200,114,171,Bug,Flying
799,Thwackey,96,167,42,Sinnoh,152,118,1,Fairy,DNE
800,Rillaboom,243,216,137,Paldea,253,63,170,Dragon,DNE
801,Scorbunny,21,13,176,Galar,204,79,81,Electric,DNE
802,Raboot,11,110,144,Unova,186,171,185,Bug,Water
803,Cinderace,199,5,73,Galar,11,142,5,Fire,Psychic
804,Sobble,205,77,206,Galar,199,51,176,Ground,Dragon
805,Drizzile,41,157,21,Galar,114,89,213,Poison,Rock
806,Inteleon,203,248,100,Sinnoh,71,246,179,Poison,DNE
807,Skwovet,130,128,116,Hoenn,129,40,118,Steel,Ice
808,Greedent,26,224,146,Johto,1,229,138,Ghost,DNE
809,Rookidee,1,118,28,Galar,176,27,136,Electric,Fairy
810,Corvisquire,87,208,229,Galar,168,34,107,Ghost,Ice
811,Corviknight,222,4,103,Kalos,48,225,113,Psychic,DNE
812,Blipbug,256,112,183,Kalos,94,63,25,Grass,Fire
813,Dottler,109,82,37,Johto,66,112,75,Fighting,Dragon
814,Orbeetle,249,55,155,Kanto,83,149,230,Rock,DNE
815,Nickit,156,118,10,Alola,38,176,95,Grass,Poison
816,Thievul,239,191,155,Johto,25,107,209,Dragon,DNE
817,Gossifleur,177,190,251,Unova,222,202,80,Ghost,Ice
818,Eldegoss,207,164,247,Hoenn,64,235,78,Psychic,Fighting
819,Wooloo,105,240,62,Galar,129,79,118,Fighting,Fairy
820,Dubwool,171,178,123,Kanto,162,167,182,Water,Ground
821,Chewtle,7,7,125,Kalos,11,51,100,Grass,Fire
822,Drednaw,168,45,89,Kanto,26,100,95,Fighting,Dragon
823,Yamper,23,167,206,Johto,246,152,101,Fire,Fairy
824,Boltund,162,166,213,Kalos,146,42,235,Electric,Flying
825,Rolycoly,240,136,12,Alola,28,104,17,Fighting,Fairy
826,Carkol,127,180,82,Kalos,70,11,213,Flying,Bug
827,Coalossal,76,107,216,Kalos,15,111,132,Poison,Normal
828,Applin,139,3,17,Hoenn,233,135,156,Ground,DNE
829,Flapple,30,141,133,Kanto,35,247,58,Steel,DNE
830,Appletun,234,133,196,Hoenn,53,186,54,Fairy,Water
831,Silicobra,63,202,44,Galar,184,88,248,Fire,Water
832,Sandaconda,18,130,44,Galar,42,66,23,Fighting,Flying
833,Cramorant,24,98,179,Kanto,254,225,191,Fighting,Water
834,Arrokuda,179,113,249,Sinnoh,223,83,211,Electric,Rock
835,Barraskewda,87,111,215,Kalos,76,70,97,Bug,Electric
836,Toxel,20,239,103,Kanto,254,246,151,Rock,DNE
837,Toxtricity,194,72,224,Galar,245,124,186,Bug,Fighting
838,Sizzlipede,225,54,83,Alola,189,237,42,Water,Dragon
839,Centiskorch,100,64,229,Sinnoh,172,87,78,Psychic,Electric
840,Clobbopus,216,35,232,Kanto,217,171,82,Psychic,Flying
841,Grapploct,235,234,226,Alola,12,178,12,Bug,Fire
842,Sinistea,31,55,77,Sinnoh,21,249,208,Water,Psychic
843,Polteageist,62,150,199,Kalos,176,203,60,Dark,Grass
