Discovery Method,Equilibrium Temperature [K],Discovery Year,Planet Radius [Earth Radius],Insolation Flux [Earth Flux],Eccentricity,Controversial Flag,Planet Mass [Earth Mass],Orbital Period [days],Orbit Semi-Major Axis [au],Planet Name
Pulsation Timing Variations,369.2781544253588,2021,6.5373275410373575,1186.3925536972688,0.0642728433148321,0,9172.558730256176,604.8669324475104,5.485458631580755,mu-9271 1
Pulsation Timing Variations,1563.168138695321,2019,13.500723321130172,1251.1795686064424,0.0125729743232329,0,6268.257152388143,268.8363068923123,155.45852634132794,mu-9271 2
Transit Timing Variations,113.3735766930988,2020,7.785314354028193,2239.7678733749035,0.0089412323478395,0,2895.082388173952,274.61340986645195,214.4927474844369,mu-9271 3
Imaging,1518.8523435793663,2019,10.756950748184378,1344.4150926942143,0.0640640211122733,0,7057.06534535528,707.7243796347011,88.83702202715627,mu-9271 4
Astrometry,1043.1612621343588,2021,8.55521734431897,1100.1839091863071,0.0338380185739803,0,3079.876785772976,253.2576405356224,231.28317617626675,nu-1706 a
Microlensing,1572.5285337934256,2019,7.171933964240171,1475.063318619914,0.0925254682755925,0,8371.246534866912,1016.48925766944,119.56455908808344,nu-1706 b
Radial Velocity,163.9504640475379,2017,15.207378735504491,250.3263940053737,0.0618682800692719,0,446.1135645273416,64.93808466168122,82.29744719475227,nu-1706 c
Eclipse Timing Variations,409.5961816640532,2017,17.568130198835707,1202.9968173694133,0.0533712479468415,1,9091.676785858255,446.01441254477385,111.6670128923057,nu-1706 d
Transit Timing Variations,1386.7554928031511,2017,6.85914881574679,1497.938551359906,0.0483586777990931,0,5485.182144370953,409.1787509716166,3.945055713821049,TOI-2202 a
Pulsation Timing Variations,764.7665047815276,2019,25.90449301971462,1024.7772652739875,0.0586335093941705,0,7228.363130883822,602.7636602509439,127.10950164039278,TOI-2202 b
Disk Kinematics,972.1901548862174,2018,4.823250633340874,1085.6300788756405,0.0510957059865699,0,3093.7719334839003,511.5105764963942,187.6148457167812,TOI-2202 c
Astrometry,1599.3068179226802,2022,7.848423486545006,1683.1919672028262,0.0433385182555547,0,2044.5624679631792,430.4462017317302,155.8404079826589,TOI-2202 d
Radial Velocity,637.9755403112492,2022,8.910935072937557,556.2212387957763,0.0339940558224213,0,4145.067452564752,380.4591144921768,149.67680773458744,BD-2635 1
Pulsation Timing Variations,860.6624668863146,2020,12.231149920593086,1628.584270660594,0.0395411748016564,0,4601.093833924642,248.81455637917745,89.68665848700748,BD-2635 2
Transit Timing Variations,299.1146171922473,2019,6.64721020155246,1819.621017173892,0.0804398643181726,0,1337.4710552360625,640.7285499273764,42.91483983509955,BD-2635 3
Eclipse Timing Variations,1804.5329871451008,2018,5.8513654733804135,420.4065533144284,0.0321010000785027,0,8007.7788300514785,339.6112962191908,70.13579853013333,BD-2635 4
Pulsar Timing,235.5577179063896,2017,9.125092224010746,1449.864253712139,0.0178970231256553,0,4839.146076694581,921.0230651935296,96.7936180245339,ups-7474 a
Transit,265.7105521435876,2022,0.5745636363376914,1366.9886386175513,0.0988643083862734,1,7469.139315730267,630.7991024854164,136.37682867417982,ups-7474 b
Orbital Brightness Modulation,659.032360480099,2019,6.448525996464963,888.5688447409456,0.0686641157581771,1,4054.788979714895,1112.4449035477323,30.37582253832745,ups-7474 c
Transit Timing Variations,819.4851149164363,2015,13.742894945420316,920.3073242865588,0.0552929605908587,0,5794.393304933101,424.61589278196345,131.4847087572659,ups-7474 d
Disk Kinematics,1357.2853247903065,2019,16.33245038923176,84.14581334991306,0.0722642544661329,1,8643.810405505965,403.8830014103297,38.49232730717856,ome-9670 1
Radial Velocity,286.14040385877763,2018,15.001568191499114,616.6659815139083,0.0484803718733614,1,226.62488014742848,590.0550041101482,97.2570622352324,ome-9670 2
Microlensing,1102.9852895447382,2014,6.860641454970335,538.70142408774,0.087334187162643,0,7181.35971866884,725.3383186425806,104.67597295353184,ome-9670 3
Radial Velocity,1507.6602455529835,2020,7.895491850738905,1366.469780523098,0.0112253148470412,0,8409.039685478336,574.8883643736195,191.1286506348952,ome-9670 4
Transit,832.4219353756662,2021,17.60535079489408,1961.6200603744735,0.0688376740219636,0,2060.8488942805843,818.6246647556624,171.4286788986271,CoRoT 8901 a
Disk Kinematics,1511.085954809488,2018,4.4340452699052495,1207.6543999215132,0.0378995421379088,0,5493.586063810829,271.8225714787542,126.691582594722,CoRoT 8901 b
Eclipse Timing Variations,870.4859774328227,2022,7.494353148513121,748.1307851228132,0.0011412825760523,0,996.6535812372144,575.3915416682341,88.6888803933545,CoRoT 8901 c
Transit Timing Variations,1401.1634525072084,2015,16.90572186496246,1065.2408465628769,0.1000872344072371,0,6240.94584065796,501.02488310531896,44.371304913780506,CoRoT 8901 d
