,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
424,Mismagius,195,207,126,Hoenn,34,155,8,Water,DNE
425,Honchkrow,154,130,74,Unova,99,20,91,Steel,DNE
426,Glameow,74,147,176,Hoenn,164,103,178,Ice,DNE
427,Purugly,111,156,122,Hoenn,50,236,130,Flying,DNE
428,Chingling,45,18,222,Paldea,133,69,41,Flying,DNE
429,Stunky,139,10,124,Unova,135,76,131,Fighting,DNE
430,Skuntank,207,169,246,Kalos,125,113,107,Grass,DNE
431,Bronzor,131,166,78,Paldea,223,165,17,Dark,DNE
432,Bronzong,93,107,248,Kalos,143,100,129,Dragon,DNE
433,Bonsly,1,168,126,Alola,123,225,245,Dark,DNE
434,Happiny,184,163,188,Unova,189,8,182,Flying,DNE
435,Chatot,28,131,187,Unova,193,25,233,Grass,DNE
436,Spiritomb,83,178,138,Galar,160,51,76,Fire,DNE
437,Gible,73,96,103,Hoenn,223,129,242,Bug,DNE
438,Gabite,21,25,168,Hoenn,43,218,189,Dark,DNE
439,Garchomp,148,128,246,Hoenn,235,75,36,Grass,DNE
440,Munchlax,228,128,12,Unova,5,181,256,Ice,DNE
441,Riolu,186,108,49,Unova,72,226,251,Flying,DNE
442,Lucario,250,61,56,Alola,7,228,181,Rock,DNE
443,Hippopotas,43,92,165,Galar,200,255,250,Grass,DNE
444,Hippowdon,72,231,225,Hoenn,134,246,107,Ghost,DNE
445,Skorupi,80,250,109,Unova,151,177,231,Poison,DNE
446,Drapion,92,29,124,Unova,198,11,33,Bug,DNE
447,Croagunk,93,139,207,Unova,177,173,228,Ice,DNE
448,Toxicroak,248,133,97,Kanto,35,18,87,Ice,DNE
449,Carnivine,182,148,15,Kanto,198,233,159,Psychic,DNE
450,Finneon,186,100,28,Unova,106,38,115,Fairy,DNE
451,Lumineon,65,155,32,Galar,244,44,185,Ground,DNE
452,Mantyke,153,72,100,Unova,60,27,31,Fairy,DNE
453,Snover,157,194,251,Galar,44,95,27,Bug,DNE
454,Abomasnow,218,192,125,Kanto,172,206,210,Fairy,DNE
455,Weavile,75,244,98,Kanto,51,149,6,Poison,DNE
456,Magnezone,106,43,231,Kalos,140,212,74,Poison,DNE
457,Lickilicky,117,118,13,Paldea,206,39,44,Psychic,DNE
458,Rhyperior,185,31,14,Johto,77,202,31,Fairy,DNE
459,Tangrowth,147,115,209,Kanto,191,246,198,Water,DNE
460,Electivire,151,126,89,Sinnoh,61,150,171,Psychic,DNE
461,Magmortar,235,155,70,Johto,40,45,83,Water,DNE
462,Togekiss,103,215,121,Sinnoh,7,209,171,Fighting,DNE
463,Yanmega,119,63,196,Paldea,96,180,66,Poison,DNE
464,Leafeon,32,25,78,Hoenn,207,211,238,Grass,DNE
465,Glaceon,77,206,1,Hoenn,109,196,126,Bug,DNE
466,Gliscor,239,87,135,Unova,44,67,188,Poison,DNE
467,Mamoswine,80,172,188,Sinnoh,137,164,19,Dark,DNE
468,Porygon-Z,15,153,151,Galar,90,217,224,Ice,DNE
469,Gallade,26,179,204,Kanto,12,249,123,Normal,DNE
470,Probopass,158,223,104,Unova,59,165,113,Ice,DNE
471,Dusknoir,186,15,6,Kalos,59,119,22,Flying,DNE
472,Froslass,195,204,220,Kanto,98,207,203,Ghost,DNE
473,Rotom,51,86,31,Kanto,234,198,52,Electric,DNE
474,Uxie,248,117,187,Kanto,152,111,70,Ghost,DNE
475,Mesprit,192,232,52,Galar,46,123,235,Fairy,DNE
476,Azelf,12,57,196,Kanto,190,143,211,Fighting,DNE
477,Dialga,36,139,92,Kalos,137,85,147,Dark,DNE
478,Palkia,29,239,225,Sinnoh,234,166,99,Ghost,DNE
479,Heatran,121,136,56,Johto,34,71,85,Flying,DNE
480,Regigigas,234,182,71,Johto,164,117,132,Bug,DNE
481,Giratina,70,118,8,Paldea,182,178,56,Grass,DNE
482,Cresselia,41,42,235,Paldea,6,87,157,Fighting,DNE
483,Phione,129,205,225,Unova,86,179,209,Steel,DNE
484,Manaphy,121,47,217,Galar,190,146,256,Ghost,DNE
485,Darkrai,217,194,95,Sinnoh,122,15,57,Fighting,DNE
486,Shaymin,120,37,86,Unova,142,87,15,Psychic,DNE
487,Arceus,83,67,187,Unova,178,236,106,Dark,DNE
488,Victini,255,39,94,Kalos,21,42,97,Grass,DNE
489,Snivy,116,78,144,Alola,103,200,189,Rock,DNE
490,Servine,105,5,55,Galar,54,174,40,Poison,DNE
491,Serperior,31,244,245,Alola,137,168,56,Fire,DNE
492,Tepig,18,38,187,Paldea,52,234,191,Ghost,DNE
493,Pignite,174,139,147,Kanto,250,243,113,Rock,DNE
494,Emboar,143,75,95,Sinnoh,214,131,83,Ground,DNE
495,Oshawott,162,256,202,Sinnoh,226,233,167,Dark,DNE
496,Dewott,179,21,173,Galar,217,12,186,Bug,DNE
497,Samurott,168,17,146,Johto,33,249,71,Normal,DNE
498,Patrat,24,165,134,Kalos,27,203,131,Ice,DNE
499,Watchog,180,79,195,Kalos,245,11,14,Fire,DNE
500,Lillipup,52,205,94,Johto,165,56,66,Fire,DNE
501,Herdier,25,3,133,Alola,44,47,190,Grass,DNE
502,Stoutland,23,173,58,Alola,239,63,124,Ice,DNE
503,Purrloin,99,18,60,Kanto,9,4,27,Fighting,DNE
504,Liepard,170,133,79,Hoenn,75,195,111,Electric,DNE
505,Pansage,11,106,220,Galar,124,241,35,Poison,DNE
506,Simisage,46,200,139,Galar,63,177,17,Electric,DNE
507,Pansear,133,229,54,Unova,144,176,116,Electric,DNE
508,Simisear,166,193,168,Kanto,106,172,56,Normal,DNE
509,Panpour,57,88,231,Johto,84,241,160,Water,DNE
510,Simipour,211,226,39,Paldea,104,78,54,Poison,DNE
511,Munna,204,229,127,Sinnoh,179,233,191,Psychic,DNE
512,Musharna,75,44,17,Galar,117,95,179,Fairy,DNE
513,Pidove,36,91,232,Hoenn,220,248,191,Fighting,DNE
514,Tranquill,29,195,219,Unova,198,217,243,Steel,DNE
515,Unfezant,182,227,195,Unova,158,62,221,Fairy,DNE
516,Blitzle,11,4,184,Johto,175,92,85,Rock,DNE
517,Zebstrika,26,125,252,Johto,113,130,183,Dragon,DNE
518,Roggenrola,172,116,231,Hoenn,65,182,214,Steel,DNE
519,Boldore,239,237,63,Alola,20,104,155,Poison,DNE
520,Gigalith,158,48,147,Unova,80,132,238,Ice,DNE
521,Woobat,228,154,21,Hoenn,46,6,252,Steel,DNE
522,Swoobat,189,22,48,Kanto,43,160,196,Ghost,DNE
523,Drilbur,220,47,117,Unova,221,228,109,Ghost,DNE
524,Excadrill,255,185,7,Unova,181,27,181,Flying,DNE
525,Audino,177,70,63,Kanto,113,41,77,Dark,DNE
526,Timburr,103,142,213,Unova,9,17,51,Fairy,DNE
527,Gurdurr,112,227,56,Unova,92,97,134,Bug,DNE
528,Conkeldurr,27,42,246,Paldea,154,104,76,Bug,DNE
529,Tympole,176,158,2,Galar,153,114,96,Steel,DNE
530,Palpitoad,92,38,134,Hoenn,87,94,254,Dragon,DNE
531,Seismitoad,245,19,54,Sinnoh,88,144,106,Grass,DNE
532,Throh,167,255,55,Hoenn,81,82,46,Ground,DNE
533,Sawk,122,6,127,Johto,84,35,10,Ghost,DNE
534,Sewaddle,111,246,120,Johto,161,129,253,Fighting,DNE
535,Swadloon,35,183,3,Hoenn,10,90,229,Ice,DNE
536,Leavanny,241,47,127,Kalos,240,44,192,Poison,DNE
537,Venipede,162,19,193,Unova,176,148,8,Flying,DNE
538,Whirlipede,219,89,185,Alola,125,26,15,Poison,DNE
539,Scolipede,110,160,192,Paldea,156,146,77,Fire,DNE
540,Cottonee,56,157,147,Johto,169,228,23,Ghost,DNE
541,Whimsicott,103,126,236,Unova,159,209,42,Ghost,DNE
542,Petilil,110,11,116,Kanto,219,142,252,Bug,DNE
543,Lilligant,219,214,20,Paldea,50,238,67,Bug,DNE
544,Basculin,137,106,217,Hoenn,85,31,24,Normal,DNE
545,Sandile,146,115,157,Kanto,205,145,105,Water,DNE
546,Krokorok,19,245,243,Galar,226,62,208,Bug,DNE
547,Krookodile,221,76,209,Unova,115,40,250,Fighting,DNE
548,Darumaka,138,17,186,Alola,56,180,122,Fire,DNE
549,Darmanitan,73,89,134,Alola,139,49,235,Grass,DNE
550,Maractus,121,1,51,Kalos,217,171,187,Psychic,DNE
551,Dwebble,75,232,200,Galar,199,175,217,Ground,DNE
552,Crustle,252,143,92,Paldea,226,79,200,Water,DNE
553,Scraggy,199,65,120,Alola,242,52,224,Grass,DNE
554,Scrafty,101,210,48,Johto,244,146,228,Fighting,DNE
555,Sigilyph,108,215,120,Alola,45,100,190,Electric,DNE
556,Yamask,59,251,196,Alola,67,24,75,Fairy,DNE
557,Cofagrigus,242,244,164,Sinnoh,48,78,233,Fighting,DNE
558,Tirtouga,47,47,213,Kalos,124,96,49,Ground,DNE
559,Carracosta,66,78,209,Hoenn,13,49,3,Dark,DNE
560,Archen,67,94,254,Kalos,133,212,147,Water,DNE
561,Archeops,9,134,139,Galar,169,138,176,Ice,DNE
562,Trubbish,131,143,18,Hoenn,99,209,247,Bug,DNE
563,Garbodor,213,170,163,Kalos,101,52,26,Rock,DNE
564,Zorua,206,82,187,Kalos,213,65,148,Steel,DNE
565,Zoroark,45,177,8,Alola,203,78,206,Flying,DNE
566,Minccino,1,55,98,Hoenn,85,171,199,Flying,DNE
567,Cinccino,169,30,231,Kalos,41,74,226,Flying,DNE
568,Gothita,78,42,173,Kanto,242,166,143,Grass,DNE
569,Gothorita,219,62,152,Johto,151,57,57,Steel,DNE
570,Gothitelle,76,44,32,Alola,62,94,113,Ghost,DNE
571,Solosis,16,13,39,Johto,250,226,5,Ground,DNE
572,Duosion,184,83,148,Hoenn,92,88,112,Dragon,DNE
573,Reuniclus,142,238,225,Hoenn,29,11,229,Dragon,DNE
574,Ducklett,21,157,36,Hoenn,198,220,144,Rock,DNE
575,Swanna,84,200,71,Kalos,16,132,187,Normal,DNE
576,Vanillite,73,226,229,Galar,251,212,225,Dragon,DNE
577,Vanillish,52,113,252,Alola,78,69,176,Normal,DNE
578,Vanilluxe,111,240,70,Johto,139,236,68,Steel,DNE
579,Deerling,30,180,81,Johto,103,134,57,Steel,DNE
580,Sawsbuck,43,239,162,Hoenn,1,100,188,Water,DNE
581,Emolga,17,67,128,Paldea,21,105,174,Water,DNE
582,Karrablast,46,138,190,Sinnoh,199,127,209,Fairy,DNE
583,Escavalier,205,212,220,Kanto,46,237,255,Poison,DNE
584,Foongus,205,135,237,Alola,85,8,98,Ghost,DNE
585,Amoonguss,73,198,62,Kanto,153,34,22,Steel,DNE
586,Frillish,89,32,236,Kanto,151,136,202,Steel,DNE
587,Jellicent,252,115,135,Galar,219,176,136,Electric,DNE
588,Alomomola,6,234,136,Paldea,77,67,189,Ice,DNE
589,Joltik,71,20,81,Unova,140,7,33,Dragon,DNE
590,Galvantula,166,230,75,Kalos,141,11,45,Dark,DNE
591,Ferroseed,169,209,114,Kalos,184,86,234,Ice,DNE
592,Ferrothorn,3,22,223,Kanto,143,32,97,Dragon,DNE
593,Klink,95,121,58,Galar,196,122,247,Rock,DNE
594,Klang,106,9,233,Sinnoh,85,60,40,Ground,DNE
595,Klinklang,40,90,68,Paldea,109,157,126,Bug,DNE
596,Tynamo,183,13,89,Paldea,232,48,137,Ice,DNE
597,Eelektrik,33,20,238,Sinnoh,23,232,123,Ground,DNE
598,Eelektross,197,176,245,Kanto,56,45,191,Normal,DNE
599,Elgyem,16,243,22,Hoenn,72,216,12,Ice,DNE
600,Beheeyem,31,29,250,Kanto,228,248,136,Electric,DNE
601,Litwick,65,36,178,Sinnoh,131,69,112,Water,DNE
602,Lampent,184,119,128,Paldea,116,115,146,Electric,DNE
603,Chandelure,174,2,201,Kanto,229,108,78,Poison,DNE
604,Axew,182,214,119,Unova,20,74,97,Steel,DNE
605,Fraxure,121,9,128,Kanto,228,189,132,Normal,DNE
606,Haxorus,200,166,197,Unova,66,153,123,Ghost,DNE
607,Cubchoo,54,78,19,Sinnoh,139,174,248,Dragon,DNE
608,Beartic,207,188,120,Kalos,121,216,59,Rock,DNE
609,Cryogonal,240,182,110,Galar,40,120,127,Steel,DNE
610,Shelmet,43,20,225,Hoenn,191,223,88,Ghost,DNE
611,Accelgor,79,192,163,Alola,9,186,193,Grass,DNE
612,Stunfisk,169,211,226,Kalos,207,167,219,Dark,DNE
613,Mienfoo,182,239,30,Johto,217,247,3,Fairy,DNE
614,Mienshao,199,159,238,Alola,23,166,154,Psychic,DNE
615,Druddigon,228,203,196,Kanto,191,113,32,Dragon,DNE
616,Golett,77,202,190,Galar,171,193,88,Steel,DNE
617,Golurk,9,204,228,Kanto,61,68,162,Dragon,DNE
618,Pawniard,163,239,175,Alola,198,248,153,Dark,DNE
619,Bisharp,149,16,226,Alola,106,251,97,Ice,DNE
620,Bouffalant,251,120,251,Paldea,172,39,43,Electric,DNE
621,Rufflet,28,48,234,Paldea,187,132,247,Fairy,DNE
622,Braviary,79,75,194,Johto,137,90,245,Ground,DNE
623,Vullaby,155,70,119,Sinnoh,42,149,139,Electric,DNE
624,Mandibuzz,173,156,256,Kanto,125,81,81,Fighting,DNE
625,Heatmor,39,67,63,Galar,70,15,124,Ground,DNE
626,Durant,240,55,6,Paldea,213,14,228,Poison,DNE
627,Deino,191,15,10,Kalos,67,174,192,Fire,DNE
628,Zweilous,88,140,241,Alola,210,195,39,Dark,DNE
629,Hydreigon,114,142,63,Alola,49,79,3,Electric,DNE
630,Larvesta,149,218,241,Johto,120,214,83,Ground,DNE
631,Volcarona,50,22,67,Paldea,226,42,27,Fire,DNE
632,Cobalion,204,102,211,Paldea,98,77,106,Ghost,DNE
633,Terrakion,241,129,223,Johto,231,150,148,Rock,DNE
634,Virizion,66,238,123,Johto,195,86,120,Ghost,DNE
635,Tornadus,157,105,209,Galar,26,101,167,Ghost,DNE
636,Thundurus,129,40,208,Kalos,69,91,1,Fairy,DNE
637,Reshiram,232,5,58,Kalos,33,223,101,Fire,DNE
638,Zekrom,247,253,136,Kanto,210,227,65,Flying,DNE
639,Landorus,177,150,200,Kanto,56,136,45,Dark,DNE
640,Kyurem,113,62,131,Kalos,4,2,99,Ground,DNE
641,Keldeo,188,136,134,Sinnoh,62,24,225,Psychic,DNE
642,Meloetta,170,175,145,Sinnoh,137,61,21,Fighting,DNE
643,Genesect,179,85,251,Alola,105,181,65,Dark,DNE
644,Chespin,93,86,139,Kalos,95,43,223,Flying,DNE
645,Quilladin,148,202,70,Johto,207,120,49,Bug,DNE
646,Chesnaught,255,228,220,Alola,62,197,18,Grass,DNE
647,Fennekin,242,98,90,Sinnoh,142,176,174,Fire,DNE
648,Braixen,76,228,225,Kanto,31,84,19,Steel,DNE
649,Delphox,157,163,153,Sinnoh,106,240,222,Psychic,DNE
650,Froakie,232,189,82,Alola,77,229,72,Rock,DNE
651,Frogadier,190,219,51,Sinnoh,22,253,172,Dragon,DNE
652,Greninja,51,137,171,Paldea,96,130,153,Rock,DNE
653,Bunnelby,103,233,146,Galar,11,191,189,Grass,DNE
654,Diggersby,217,88,248,Hoenn,154,66,51,Grass,DNE
655,Fletchling,36,195,28,Hoenn,32,74,9,Ground,DNE
656,Fletchinder,235,200,145,Paldea,15,14,136,Ground,DNE
657,Talonflame,227,249,114,Galar,79,50,226,Bug,DNE
658,Scatterbug,51,130,42,Sinnoh,256,173,158,Rock,DNE
659,Spewpa,133,88,121,Hoenn,58,155,64,Dark,DNE
660,Vivillon,154,190,145,Paldea,59,152,178,Ground,DNE
661,Litleo,48,117,142,Kanto,144,24,116,Dragon,DNE
662,Pyroar,17,249,78,Johto,110,149,238,Dragon,DNE
663,Floette,52,214,237,Hoenn,202,63,199,Ghost,DNE
664,Florges,54,12,154,Sinnoh,143,237,53,Rock,DNE
665,Skiddo,230,16,166,Kanto,170,31,173,Steel,DNE
666,Gogoat,35,72,240,Kalos,96,21,148,Electric,DNE
667,Pancham,51,35,32,Johto,27,233,112,Ghost,DNE
668,Pangoro,156,44,110,Hoenn,162,56,221,Psychic,DNE
669,Furfrou,6,239,136,Sinnoh,43,173,140,Fairy,DNE
670,Espurr,68,179,159,Paldea,7,222,127,Water,DNE
671,Meowstic,166,207,115,Galar,71,164,95,Dragon,DNE
672,Honedge,25,248,235,Sinnoh,121,57,57,Water,DNE
673,Doublade,27,170,215,Sinnoh,161,115,48,Dragon,DNE
674,Aegislash,60,184,151,Hoenn,232,248,206,Fire,DNE
675,Spritzee,128,56,99,Kalos,140,54,104,Normal,DNE
676,Aromatisse,98,236,217,Hoenn,4,47,250,Normal,DNE
677,Swirlix,14,103,151,Johto,89,120,67,Fairy,DNE
678,Slurpuff,181,241,181,Galar,82,54,152,Flying,DNE
679,Inkay,42,211,165,Unova,22,225,65,Rock,DNE
680,Malamar,13,153,53,Alola,150,42,9,Grass,DNE
681,Binacle,238,101,55,Paldea,216,47,95,Flying,DNE
682,Barbaracle,133,218,238,Sinnoh,2,28,66,Water,DNE
683,Skrelp,133,249,18,Alola,200,34,106,Bug,DNE
684,Dragalge,240,27,71,Kanto,151,125,79,Ghost,DNE
685,Clauncher,235,99,233,Paldea,110,58,196,Fire,DNE
686,Clawitzer,40,49,186,Sinnoh,253,208,154,Normal,DNE
687,Helioptile,227,189,51,Unova,67,219,112,Grass,DNE
688,Heliolisk,106,12,64,Galar,230,195,78,Poison,DNE
689,Tyrunt,166,181,165,Kanto,28,251,43,Bug,DNE
690,Tyrantrum,179,235,245,Galar,45,70,131,Grass,DNE
691,Amaura,168,157,90,Johto,134,104,240,Rock,DNE
692,Aurorus,220,140,249,Galar,210,182,88,Steel,DNE
693,Sylveon,4,138,100,Unova,146,162,221,Poison,DNE
694,Hawlucha,213,79,250,Kalos,60,205,176,Fairy,DNE
695,Dedenne,170,89,5,Johto,247,224,71,Poison,DNE
696,Carbink,50,58,146,Alola,191,186,162,Bug,DNE
697,Goomy,186,231,74,Hoenn,23,178,79,Ice,DNE
698,Sliggoo,133,186,156,Sinnoh,230,16,115,Ice,DNE
699,Goodra,65,2,127,Sinnoh,244,73,2,Rock,DNE
700,Klefki,221,195,197,Sinnoh,167,163,68,Water,DNE
701,Phantump,162,187,253,Johto,227,184,135,Fire,DNE
702,Trevenant,188,160,241,Johto,21,137,121,Flying,DNE
703,Pumpkaboo,26,65,56,Johto,164,121,75,Poison,DNE
704,Gourgeist,62,176,1,Alola,220,202,209,Fighting,DNE
705,Bergmite,2,27,46,Galar,28,82,221,Fighting,DNE
706,Avalugg,255,156,222,Hoenn,195,104,52,Flying,DNE
707,Noibat,66,88,152,Johto,247,93,91,Fighting,DNE
708,Noivern,11,212,26,Kalos,75,73,151,Poison,DNE
709,Xerneas,245,218,167,Paldea,16,229,132,Dark,DNE
710,Yveltal,116,90,157,Johto,47,144,164,Ghost,DNE
711,Zygarde,254,243,234,Sinnoh,199,10,237,Ground,DNE
712,Diancie,60,30,7,Paldea,79,238,33,Poison,DNE
713,Hoopa,245,6,226,Kalos,224,239,123,Bug,DNE
714,Volcanion,17,216,10,Unova,215,156,136,Poison,DNE
715,Rowlet,99,177,51,Hoenn,120,143,170,Electric,DNE
716,Dartrix,16,30,225,Sinnoh,74,221,139,Bug,DNE
717,Decidueye,33,50,109,Galar,20,6,31,Electric,DNE
718,Litten,144,219,56,Galar,42,122,132,Water,DNE
719,Torracat,233,149,139,Kanto,143,62,232,Psychic,DNE
720,Incineroar,114,186,167,Unova,126,46,61,Dragon,DNE
721,Popplio,217,147,59,Unova,198,238,108,Normal,DNE
722,Brionne,98,41,28,Kanto,112,164,24,Normal,DNE
723,Primarina,136,58,109,Galar,206,10,159,Water,DNE
724,Pikipek,178,85,221,Unova,113,244,124,Grass,DNE
725,Trumbeak,183,45,120,Galar,196,57,151,Steel,DNE
726,Toucannon,55,234,126,Johto,167,73,193,Grass,DNE
727,Yungoos,56,98,142,Kanto,1,104,190,Normal,DNE
728,Gumshoos,55,176,207,Sinnoh,164,36,168,Ghost,DNE
729,Grubbin,90,232,137,Hoenn,90,223,134,Grass,DNE
730,Charjabug,199,128,89,Kalos,22,16,45,Water,DNE
731,Vikavolt,63,198,20,Sinnoh,28,55,186,Ghost,DNE
732,Crabrawler,122,208,35,Kalos,224,173,74,Water,DNE
733,Crabominable,132,253,132,Johto,39,17,225,Fairy,DNE
734,Oricorio,153,193,85,Galar,73,58,104,Steel,DNE
735,Cutiefly,105,113,212,Hoenn,126,111,157,Water,DNE
736,Ribombee,197,8,93,Alola,15,9,128,Fairy,DNE
737,Rockruff,199,1,176,Kanto,90,127,248,Rock,DNE
738,Lycanroc,58,124,58,Kanto,66,194,253,Water,DNE
739,Wishiwashi,71,240,13,Johto,4,28,205,Flying,DNE
740,Mareanie,224,61,165,Hoenn,136,153,41,Ice,DNE
741,Toxapex,117,11,105,Galar,40,90,18,Dark,DNE
742,Mudbray,117,228,56,Kanto,198,213,28,Ground,DNE
743,Mudsdale,108,56,22,Sinnoh,200,238,6,Flying,DNE
744,Dewpider,184,17,142,Kanto,243,235,61,Ghost,DNE
745,Araquanid,208,58,188,Hoenn,245,135,58,Ground,DNE
746,Fomantis,224,154,231,Galar,201,192,117,Grass,DNE
747,Lurantis,73,148,213,Hoenn,69,184,144,Grass,DNE
748,Morelull,252,15,1,Alola,243,80,253,Electric,DNE
749,Shiinotic,203,67,116,Paldea,134,227,228,Dark,DNE
750,Salandit,21,38,209,Hoenn,28,51,137,Ground,DNE
751,Salazzle,233,116,50,Alola,66,181,126,Psychic,DNE
752,Stufful,15,105,232,Sinnoh,15,229,128,Steel,DNE
753,Bewear,197,243,234,Johto,226,205,216,Psychic,DNE
754,Bounsweet,158,32,71,Galar,194,166,160,Normal,DNE
755,Steenee,198,17,153,Unova,77,240,56,Fire,DNE
756,Tsareena,95,60,200,Sinnoh,17,92,219,Dark,DNE
757,Comfey,19,99,236,Alola,99,145,152,Fighting,DNE
758,Oranguru,200,169,72,Galar,224,129,38,Normal,DNE
759,Passimian,201,95,177,Hoenn,8,32,154,Water,DNE
760,Wimpod,217,180,216,Sinnoh,36,92,66,Normal,DNE
761,Golisopod,217,245,18,Paldea,46,94,182,Ground,DNE
762,Sandygast,95,244,134,Hoenn,120,65,14,Rock,DNE
763,Palossand,214,143,169,Hoenn,145,39,206,Grass,DNE
764,Pyukumuku,237,228,224,Galar,188,181,86,Fire,DNE
765,Silvally,180,148,151,Kalos,132,158,124,Electric,DNE
766,Minior,153,75,154,Johto,234,248,153,Ice,DNE
767,Komala,133,159,224,Unova,94,8,155,Dragon,DNE
768,Turtonator,130,249,127,Johto,132,106,202,Rock,DNE
769,Togedemaru,81,248,17,Johto,214,8,245,Ground,DNE
770,Mimikyu,66,194,15,Johto,94,127,208,Dark,DNE
771,Bruxish,237,104,220,Galar,101,238,253,Poison,DNE
772,Drampa,143,156,210,Alola,77,241,78,Grass,DNE
773,Dhelmise,154,54,145,Galar,144,37,179,Dark,DNE
774,Jangmo-o,140,28,142,Johto,50,177,239,Poison,DNE
775,Hakamo-o,158,222,13,Sinnoh,173,256,16,Grass,DNE
776,Kommo-o,182,201,215,Sinnoh,223,17,252,Fairy,DNE
777,Cosmog,247,187,204,Johto,36,135,106,Poison,DNE
778,Cosmoem,246,237,205,Hoenn,170,215,233,Rock,DNE
779,Solgaleo,164,134,130,Kalos,214,151,4,Grass,DNE
780,Lunala,31,16,180,Hoenn,55,239,126,Fairy,DNE
781,Nihilego,166,204,168,Kalos,191,106,123,Fairy,DNE
782,Buzzwole,191,47,210,Alola,183,89,145,Grass,DNE
783,Pheromosa,200,252,185,Paldea,33,221,225,Normal,DNE
784,Xurkitree,177,242,18,Galar,45,200,4,Fighting,DNE
785,Celesteela,214,117,200,Kanto,179,214,185,Electric,DNE
786,Kartana,68,151,155,Sinnoh,67,182,256,Psychic,DNE
787,Guzzlord,160,64,171,Unova,164,153,60,Fire,DNE
788,Necrozma,255,67,106,Johto,190,251,181,Water,DNE
789,Magearna,62,61,94,Kanto,63,32,136,Bug,DNE
790,Marshadow,95,255,151,Alola,7,20,136,Ghost,DNE
791,Poipole,30,24,130,Sinnoh,229,123,103,Flying,DNE
792,Naganadel,220,30,143,Kalos,133,162,43,Flying,DNE
793,Stakataka,217,40,12,Johto,63,105,251,Poison,DNE
794,Blacephalon,154,114,30,Unova,83,154,145,Fighting,DNE
795,Zeraora,137,101,242,Kanto,241,46,13,Electric,DNE
796,Meltan,58,12,142,Johto,147,89,141,Rock,DNE
797,Melmetal,164,221,110,Alola,4,187,103,Water,DNE
798,Grookey,101,153,144,Galar,4,35,200,Ground,DNE
799,Thwackey,131,32,214,Johto,149,254,255,Grass,DNE
800,Rillaboom,169,94,30,Kalos,255,30,95,Poison,DNE
801,Scorbunny,175,255,57,Alola,164,247,201,Psychic,DNE
802,Raboot,107,116,15,Paldea,64,70,250,Fighting,DNE
803,Cinderace,108,135,138,Paldea,201,214,170,Ice,DNE
804,Sobble,171,134,234,Unova,67,20,214,Dark,DNE
805,Drizzile,187,53,191,Paldea,244,184,79,Dragon,DNE
806,Inteleon,103,3,235,Hoenn,82,25,94,Water,DNE
807,Skwovet,12,72,248,Kanto,68,195,152,Dark,DNE
808,Greedent,129,132,150,Alola,44,90,4,Water,DNE
809,Rookidee,122,118,235,Hoenn,224,232,150,Steel,DNE
810,Corvisquire,1,111,71,Sinnoh,214,21,90,Normal,DNE
811,Corviknight,213,51,14,Paldea,208,15,247,Bug,DNE
812,Blipbug,172,79,212,Johto,193,68,1,Fairy,DNE
813,Dottler,6,131,24,Kalos,228,150,154,Fighting,DNE
814,Orbeetle,51,99,48,Unova,169,98,167,Ground,DNE
815,Nickit,118,224,12,Unova,21,39,195,Dark,DNE
816,Thievul,103,127,256,Johto,72,200,101,Fairy,DNE
817,Gossifleur,153,234,13,Galar,155,199,171,Electric,DNE
818,Eldegoss,20,89,142,Hoenn,145,115,38,Steel,DNE
819,Wooloo,203,72,243,Kalos,9,42,166,Fire,DNE
820,Dubwool,47,223,65,Johto,203,24,63,Poison,DNE
821,Chewtle,163,137,50,Hoenn,134,57,2,Ice,DNE
822,Drednaw,129,222,80,Sinnoh,103,160,174,Water,DNE
823,Yamper,255,155,166,Galar,179,57,201,Dark,DNE
824,Boltund,26,140,30,Alola,242,143,213,Dark,DNE
825,Rolycoly,110,138,242,Hoenn,256,131,160,Water,DNE
826,Carkol,219,110,199,Galar,80,90,15,Bug,DNE
827,Coalossal,189,153,125,Galar,244,176,168,Psychic,DNE
828,Applin,192,193,236,Paldea,64,29,52,Poison,DNE
829,Flapple,71,93,2,Alola,240,136,255,Fairy,DNE
830,Appletun,227,16,196,Galar,206,38,183,Bug,DNE
831,Silicobra,252,23,19,Galar,71,41,50,Water,DNE
832,Sandaconda,168,48,82,Paldea,245,235,159,Ice,DNE
833,Cramorant,11,105,28,Johto,121,15,120,Ice,DNE
834,Arrokuda,138,45,212,Kanto,27,209,221,Ground,DNE
835,Barraskewda,6,89,248,Unova,44,78,39,Electric,DNE
836,Toxel,244,27,133,Johto,130,105,11,Rock,DNE
837,Toxtricity,201,157,95,Hoenn,198,233,121,Fighting,DNE
838,Sizzlipede,233,179,87,Sinnoh,179,111,72,Ground,DNE
839,Centiskorch,252,61,253,Sinnoh,64,229,207,Psychic,DNE
840,Clobbopus,52,190,169,Paldea,253,246,199,Fighting,DNE
841,Grapploct,135,221,252,Hoenn,82,120,47,Psychic,DNE
842,Sinistea,154,7,64,Paldea,86,15,4,Steel,DNE
843,Polteageist,162,39,217,Sinnoh,127,53,177,Flying,DNE
844,Hatenna,243,182,9,Kanto,219,117,84,Ice,DNE
845,Hattrem,155,58,145,Unova,168,157,127,Poison,DNE
846,Hatterene,135,64,104,Kanto,68,119,90,Fighting,DNE
