,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
421,Drifblim,128,202,63,Hoenn,94,86,171,Ground,Fire
422,Buneary,216,225,140,Unova,55,26,149,Electric,Dragon
423,Lopunny,148,225,168,Galar,113,142,63,Bug,Dragon
424,Mismagius,78,71,4,Hoenn,28,172,208,Bug,Dragon
425,Honchkrow,27,128,42,Johto,97,86,244,Fire,DNE
426,Glameow,72,39,147,Kanto,25,235,75,Ghost,DNE
427,Purugly,104,77,122,Galar,33,241,44,Ice,DNE
428,Chingling,92,204,157,Alola,78,82,118,Poison,Psychic
429,Stunky,159,254,123,Kalos,62,251,231,Ground,Dragon
430,Skuntank,232,99,247,Sinnoh,199,39,154,Dragon,Steel
431,Bronzor,30,246,82,Johto,192,202,66,Fire,Steel
432,Bronzong,36,168,220,Hoenn,121,92,50,Ghost,DNE
433,Bonsly,249,218,242,Sinnoh,91,232,30,Steel,Fire
434,Happiny,188,81,254,Alola,170,201,110,Water,Ice
435,Chatot,157,109,123,Sinnoh,177,176,240,Dragon,Dark
436,Spiritomb,244,210,123,Hoenn,184,244,12,Grass,Psychic
437,Gible,114,225,255,Hoenn,189,124,170,Poison,Ground
438,Gabite,81,148,95,Unova,65,63,58,Poison,Dragon
439,Garchomp,6,146,212,Galar,109,113,256,Ghost,Grass
440,Munchlax,85,42,174,Unova,122,159,49,Dragon,Fighting
441,Riolu,26,213,103,Hoenn,92,111,114,Rock,Fairy
442,Lucario,129,6,253,Kanto,177,238,93,Fighting,Dark
443,Hippopotas,114,202,3,Kanto,232,105,183,Grass,Rock
444,Hippowdon,23,125,15,Sinnoh,191,99,124,Dragon,DNE
445,Skorupi,148,75,248,Kanto,87,124,167,Ground,DNE
446,Drapion,70,135,192,Paldea,10,128,74,Rock,Dark
447,Croagunk,187,207,68,Kanto,18,111,237,Water,Psychic
448,Toxicroak,218,146,154,Johto,77,201,176,Ghost,Water
449,Carnivine,239,26,7,Paldea,13,150,127,Poison,Fire
450,Finneon,139,130,53,Johto,156,230,160,Ghost,Water
451,Lumineon,101,141,213,Hoenn,67,182,96,Fighting,Bug
452,Mantyke,88,130,158,Sinnoh,119,179,45,Dragon,Rock
453,Snover,76,159,190,Kalos,168,251,78,Flying,DNE
454,Abomasnow,154,32,218,Unova,52,44,198,Poison,DNE
455,Weavile,96,107,171,Kalos,55,199,11,Dragon,DNE
456,Magnezone,232,155,85,Alola,222,153,251,Bug,Ground
457,Lickilicky,70,237,126,Unova,25,69,165,Normal,Grass
458,Rhyperior,127,64,106,Hoenn,164,172,219,Normal,Poison
459,Tangrowth,234,138,189,Unova,155,117,34,Ground,Dragon
460,Electivire,147,40,241,Alola,80,240,93,Fire,Dragon
461,Magmortar,9,155,182,Unova,248,115,130,Fairy,DNE
462,Togekiss,113,118,65,Kanto,158,239,239,Grass,Fire
463,Yanmega,93,237,45,Alola,116,35,180,Ice,Dark
464,Leafeon,140,185,170,Johto,67,65,250,Normal,Poison
465,Glaceon,151,9,183,Johto,42,227,186,Poison,Ground
466,Gliscor,112,107,231,Unova,95,54,36,Fire,DNE
467,Mamoswine,116,149,87,Kanto,126,45,185,Rock,Flying
468,Porygon-Z,185,91,207,Alola,7,117,214,Ground,DNE
469,Gallade,175,162,59,Hoenn,110,5,182,Ghost,Bug
470,Probopass,68,148,65,Kanto,177,2,107,Dark,Ice
471,Dusknoir,169,213,165,Hoenn,223,3,71,Rock,Psychic
472,Froslass,90,73,51,Alola,107,38,211,Fairy,Grass
473,Rotom,251,176,97,Unova,234,78,188,Fire,Psychic
474,Uxie,180,227,245,Kanto,151,197,88,Flying,Psychic
475,Mesprit,42,218,147,Galar,62,13,240,Fire,Steel
476,Azelf,177,197,13,Alola,152,216,140,Steel,Ice
477,Dialga,208,202,229,Kanto,1,129,46,Steel,Grass
478,Palkia,54,169,196,Paldea,131,244,9,Rock,Flying
479,Heatran,211,93,171,Kanto,29,126,10,Dark,Flying
480,Regigigas,154,218,92,Hoenn,69,194,115,Ice,Steel
481,Giratina,99,148,122,Kalos,248,17,105,Poison,Bug
482,Cresselia,193,16,110,Kalos,129,25,177,Electric,Steel
483,Phione,32,43,83,Kanto,232,144,244,Flying,Ice
484,Manaphy,242,256,112,Alola,9,109,214,Steel,DNE
485,Darkrai,223,248,141,Paldea,10,48,205,Rock,Steel
486,Shaymin,34,151,237,Sinnoh,4,42,197,Psychic,Rock
487,Arceus,234,37,131,Kalos,72,154,33,Grass,Ground
488,Victini,105,235,77,Kalos,60,167,189,Grass,DNE
489,Snivy,109,168,246,Galar,143,159,198,Ghost,Normal
490,Servine,123,57,204,Hoenn,240,1,24,Poison,Ground
491,Serperior,182,237,12,Kalos,56,169,199,Normal,Fire
492,Tepig,158,20,155,Kanto,69,169,236,Psychic,Rock
493,Pignite,66,116,136,Paldea,142,176,191,Grass,Fighting
494,Emboar,167,206,224,Kanto,34,128,202,Dark,DNE
495,Oshawott,187,219,153,Kanto,163,4,111,Dragon,DNE
496,Dewott,237,118,220,Johto,174,150,192,Ground,Psychic
497,Samurott,44,136,15,Paldea,26,84,152,Steel,Ground
498,Patrat,172,178,256,Paldea,23,57,230,Fire,Dark
499,Watchog,93,250,172,Unova,5,224,41,Ghost,Normal
500,Lillipup,173,217,206,Hoenn,199,175,116,Ghost,Flying
501,Herdier,138,224,43,Kanto,207,116,126,Dragon,Flying
502,Stoutland,147,42,25,Paldea,220,78,73,Poison,Flying
503,Purrloin,232,108,228,Alola,20,2,209,Fighting,Dark
504,Liepard,38,144,143,Sinnoh,193,33,3,Ghost,Fire
505,Pansage,183,81,51,Galar,215,181,166,Rock,DNE
506,Simisage,174,200,41,Sinnoh,237,185,250,Ground,Bug
507,Pansear,130,94,116,Hoenn,254,208,96,Psychic,Rock
508,Simisear,214,229,107,Johto,209,91,1,Rock,Ghost
509,Panpour,106,119,23,Galar,232,135,162,Flying,Rock
510,Simipour,166,220,239,Hoenn,63,44,132,Ground,DNE
511,Munna,36,76,157,Hoenn,167,42,98,Ghost,Water
512,Musharna,161,9,89,Sinnoh,211,91,174,Psychic,DNE
513,Pidove,198,46,64,Kanto,171,77,157,Grass,Ground
514,Tranquill,142,152,51,Galar,142,43,252,Steel,Grass
515,Unfezant,212,56,224,Hoenn,62,227,159,Poison,Dark
516,Blitzle,51,243,104,Hoenn,100,165,147,Ground,Ghost
517,Zebstrika,249,208,13,Sinnoh,122,187,211,Steel,DNE
518,Roggenrola,150,89,198,Kanto,247,20,241,Dragon,Ice
519,Boldore,165,243,101,Alola,26,99,160,Flying,Psychic
520,Gigalith,58,242,170,Johto,22,204,138,Electric,Rock
521,Woobat,230,142,204,Johto,96,183,160,Flying,Dragon
522,Swoobat,23,75,158,Galar,220,57,152,Ground,Dragon
523,Drilbur,166,139,3,Unova,6,17,46,Steel,Fairy
524,Excadrill,74,228,58,Alola,48,217,213,Ground,Electric
525,Audino,55,193,152,Unova,42,85,228,Water,Rock
526,Timburr,186,186,9,Sinnoh,40,74,229,Steel,Fire
527,Gurdurr,185,206,171,Galar,239,96,118,Steel,DNE
528,Conkeldurr,204,23,160,Johto,242,191,218,Fairy,Steel
529,Tympole,29,146,219,Johto,197,162,213,Poison,DNE
530,Palpitoad,227,13,17,Sinnoh,66,148,7,Electric,Dark
531,Seismitoad,193,167,45,Kalos,191,76,25,Poison,Ground
532,Throh,226,97,59,Galar,162,165,218,Ground,Fighting
533,Sawk,164,223,220,Sinnoh,78,190,218,Fighting,Steel
534,Sewaddle,24,115,201,Sinnoh,185,160,183,Ghost,Fire
535,Swadloon,113,105,149,Alola,65,232,23,Grass,Electric
536,Leavanny,63,175,112,Kalos,135,190,94,Fighting,Rock
537,Venipede,220,199,91,Galar,106,126,13,Water,Fairy
538,Whirlipede,148,253,19,Unova,133,157,168,Dragon,Ground
539,Scolipede,105,132,253,Johto,92,250,120,Fighting,Steel
540,Cottonee,223,79,112,Sinnoh,189,60,196,Ice,Grass
541,Whimsicott,82,174,93,Kanto,164,59,77,Ice,Fighting
542,Petilil,177,27,27,Paldea,100,89,58,Rock,Poison
543,Lilligant,21,98,206,Hoenn,70,136,130,Fairy,Normal
544,Basculin,227,178,199,Unova,230,230,222,Ground,Ice
545,Sandile,151,219,33,Sinnoh,133,7,174,Fire,Bug
546,Krokorok,134,91,152,Kalos,235,37,142,Poison,Fairy
547,Krookodile,210,4,120,Unova,171,1,73,Poison,Rock
548,Darumaka,157,66,173,Kanto,122,76,199,Dragon,Rock
549,Darmanitan,38,75,111,Unova,85,165,211,Fire,Steel
550,Maractus,86,55,89,Kanto,102,213,111,Ice,Ghost
551,Dwebble,53,196,224,Hoenn,150,185,42,Normal,Bug
552,Crustle,113,97,76,Galar,190,220,227,Fairy,Steel
553,Scraggy,158,183,117,Paldea,195,2,9,Poison,DNE
554,Scrafty,104,24,245,Galar,89,96,120,Ice,Bug
555,Sigilyph,190,50,87,Unova,142,246,142,Fighting,Grass
556,Yamask,174,144,149,Johto,35,79,142,Fighting,DNE
557,Cofagrigus,68,174,239,Sinnoh,116,250,230,Ground,DNE
558,Tirtouga,61,115,57,Kalos,224,231,61,Rock,Flying
559,Carracosta,114,255,3,Unova,137,170,236,Electric,Water
560,Archen,13,253,253,Alola,230,76,98,Psychic,DNE
561,Archeops,203,151,208,Unova,224,14,69,Fire,Rock
562,Trubbish,196,26,190,Johto,148,226,170,Poison,Normal
563,Garbodor,64,169,116,Hoenn,9,153,222,Ice,Psychic
564,Zorua,1,196,185,Johto,124,51,193,Ghost,DNE
565,Zoroark,37,166,36,Sinnoh,26,187,6,Ghost,Fire
566,Minccino,145,41,116,Kalos,65,68,129,Steel,Poison
567,Cinccino,63,34,105,Kalos,145,180,107,Flying,Rock
568,Gothita,150,172,33,Unova,133,141,213,Ghost,DNE
569,Gothorita,52,147,30,Kanto,5,33,57,Steel,Ground
570,Gothitelle,20,80,75,Sinnoh,217,231,63,Fighting,Water
571,Solosis,168,243,138,Unova,217,123,128,Psychic,Rock
572,Duosion,148,16,170,Galar,246,38,163,Ground,Psychic
573,Reuniclus,136,36,56,Unova,240,67,9,Dark,Normal
574,Ducklett,33,245,209,Hoenn,7,140,133,Fairy,Ice
575,Swanna,62,218,3,Kalos,163,53,68,Ice,DNE
576,Vanillite,40,27,91,Hoenn,81,137,121,Grass,Rock
577,Vanillish,94,82,134,Unova,237,8,85,Ice,Water
578,Vanilluxe,64,193,176,Johto,142,144,194,Steel,Flying
579,Deerling,109,155,88,Galar,198,54,235,Psychic,Poison
580,Sawsbuck,135,99,118,Sinnoh,97,53,181,Steel,Rock
581,Emolga,163,25,62,Johto,5,143,254,Dark,DNE
582,Karrablast,199,24,91,Hoenn,221,188,227,Ghost,Normal
583,Escavalier,153,193,36,Sinnoh,224,227,162,Rock,DNE
584,Foongus,103,69,160,Kanto,185,81,95,Ground,Steel
585,Amoonguss,132,186,149,Hoenn,130,144,99,Poison,Rock
586,Frillish,7,3,124,Galar,77,225,115,Fighting,Poison
587,Jellicent,9,171,59,Hoenn,117,21,186,Ground,Dark
588,Alomomola,93,34,95,Galar,225,105,216,Fairy,Poison
589,Joltik,2,217,86,Paldea,11,164,136,Fairy,Steel
590,Galvantula,56,162,56,Kanto,145,149,19,Fairy,DNE
591,Ferroseed,9,143,188,Paldea,240,5,13,Fairy,DNE
592,Ferrothorn,243,155,242,Hoenn,107,129,224,Steel,Grass
593,Klink,104,246,212,Kanto,220,35,159,Fairy,Psychic
594,Klang,150,235,53,Kalos,246,24,187,Poison,DNE
595,Klinklang,242,43,62,Paldea,238,140,67,Flying,Fighting
596,Tynamo,255,164,72,Galar,42,148,157,Dark,Grass
597,Eelektrik,158,159,234,Kanto,47,176,11,Fighting,Ice
598,Eelektross,223,134,63,Johto,66,177,212,Dark,Bug
599,Elgyem,246,145,213,Alola,3,240,218,Rock,Grass
600,Beheeyem,242,36,39,Hoenn,234,174,142,Dark,Rock
601,Litwick,177,193,14,Paldea,249,31,135,Steel,Rock
602,Lampent,144,65,165,Johto,223,158,12,Ice,Flying
603,Chandelure,161,88,81,Johto,159,105,80,Dark,Psychic
604,Axew,29,120,103,Unova,162,48,5,Electric,Fire
605,Fraxure,233,137,113,Galar,74,211,171,Ice,Ground
606,Haxorus,91,120,231,Alola,187,222,170,Ground,Flying
607,Cubchoo,45,53,233,Sinnoh,86,246,226,Fighting,DNE
608,Beartic,19,160,108,Kanto,186,254,44,Water,DNE
609,Cryogonal,45,83,165,Sinnoh,157,118,98,Bug,Fighting
610,Shelmet,101,49,133,Galar,121,249,41,Steel,DNE
611,Accelgor,149,26,44,Alola,36,160,49,Ice,Steel
612,Stunfisk,61,65,27,Johto,212,196,141,Bug,Poison
613,Mienfoo,61,143,66,Sinnoh,236,136,85,Ghost,Fairy
614,Mienshao,78,141,88,Kalos,47,136,254,Ground,Flying
615,Druddigon,42,151,132,Paldea,77,256,121,Normal,Ground
616,Golett,90,137,108,Kanto,3,169,155,Poison,Fire
617,Golurk,204,205,60,Galar,219,11,219,Dark,DNE
618,Pawniard,140,235,152,Kanto,230,126,145,Poison,DNE
619,Bisharp,90,170,153,Paldea,27,178,116,Bug,Rock
620,Bouffalant,66,37,118,Kanto,75,230,118,Bug,Rock
621,Rufflet,193,245,230,Alola,96,156,91,Ground,Fire
622,Braviary,9,214,203,Johto,203,114,227,Dark,DNE
623,Vullaby,15,177,194,Sinnoh,96,38,41,Steel,Dragon
624,Mandibuzz,112,224,237,Galar,211,22,53,Dragon,Grass
625,Heatmor,179,97,219,Kanto,127,211,214,Ground,DNE
626,Durant,185,99,133,Unova,89,187,23,Bug,DNE
627,Deino,121,135,30,Kanto,207,73,127,Steel,Fighting
628,Zweilous,49,244,119,Paldea,156,216,31,Water,Normal
629,Hydreigon,49,152,58,Sinnoh,191,75,69,Flying,Grass
630,Larvesta,44,173,144,Alola,146,243,84,Poison,Flying
631,Volcarona,58,41,38,Kalos,57,16,62,Normal,Fire
632,Cobalion,163,249,198,Galar,181,146,1,Water,Bug
633,Terrakion,198,9,241,Alola,142,169,66,Flying,Grass
634,Virizion,91,64,95,Kanto,59,229,189,Psychic,Steel
635,Tornadus,253,159,208,Hoenn,117,126,241,Flying,Dark
636,Thundurus,189,207,179,Johto,20,167,123,Grass,DNE
637,Reshiram,100,196,249,Hoenn,193,3,98,Psychic,Bug
638,Zekrom,5,146,190,Johto,194,180,124,Psychic,Fairy
639,Landorus,68,52,126,Kalos,178,80,20,Normal,DNE
640,Kyurem,203,248,92,Galar,4,223,90,Rock,Steel
641,Keldeo,181,220,256,Alola,98,38,103,Rock,Psychic
642,Meloetta,87,15,164,Hoenn,211,150,54,Dragon,Bug
643,Genesect,207,225,14,Kalos,158,243,230,Ice,Poison
644,Chespin,227,253,32,Hoenn,11,106,45,Ice,Fairy
645,Quilladin,210,216,179,Galar,149,31,45,Fighting,Dark
646,Chesnaught,161,138,125,Alola,247,244,236,Fairy,Psychic
647,Fennekin,18,76,187,Sinnoh,255,120,251,Fire,Water
648,Braixen,38,142,48,Alola,160,223,42,Ground,Psychic
649,Delphox,139,115,71,Alola,254,59,171,Psychic,Electric
650,Froakie,225,114,186,Galar,218,174,169,Normal,DNE
651,Frogadier,236,218,144,Alola,204,109,173,Flying,DNE
652,Greninja,32,128,252,Johto,174,63,100,Dragon,Fairy
653,Bunnelby,145,234,218,Kanto,225,189,72,Rock,Water
654,Diggersby,114,22,173,Paldea,252,9,253,Fighting,Rock
655,Fletchling,242,106,190,Hoenn,17,184,156,Dragon,Ground
656,Fletchinder,11,163,129,Kalos,253,5,125,Fire,Grass
657,Talonflame,159,209,151,Hoenn,61,108,8,Rock,DNE
658,Scatterbug,104,48,184,Johto,119,80,178,Grass,DNE
659,Spewpa,62,34,88,Sinnoh,96,235,169,Electric,DNE
660,Vivillon,178,106,79,Paldea,54,114,219,Normal,Steel
661,Litleo,128,221,49,Kalos,109,220,185,Ice,Poison
662,Pyroar,212,65,136,Hoenn,150,59,72,Fairy,Grass
663,Floette,10,60,196,Paldea,123,240,217,Fairy,DNE
664,Florges,110,39,14,Alola,153,180,52,Ghost,Flying
665,Skiddo,169,23,105,Galar,245,39,224,Electric,Rock
666,Gogoat,197,132,207,Johto,148,17,156,Normal,DNE
667,Pancham,108,44,71,Kalos,28,30,166,Fire,Electric
668,Pangoro,73,208,121,Johto,141,145,94,Poison,Flying
669,Furfrou,184,47,98,Hoenn,162,199,169,Ghost,DNE
670,Espurr,219,197,1,Paldea,3,153,139,Dragon,Fighting
671,Meowstic,6,121,223,Alola,76,253,206,Ice,Rock
672,Honedge,123,252,187,Paldea,66,7,154,Bug,Psychic
673,Doublade,113,254,32,Paldea,90,224,87,Electric,Ghost
674,Aegislash,112,55,248,Unova,53,11,237,Ice,Steel
675,Spritzee,70,185,218,Paldea,68,200,131,Rock,Dragon
676,Aromatisse,12,10,209,Kalos,82,83,71,Steel,Bug
677,Swirlix,90,211,41,Unova,218,153,72,Steel,Psychic
678,Slurpuff,32,32,48,Johto,151,60,237,Dark,Water
679,Inkay,254,150,34,Paldea,97,234,108,Dark,Ground
680,Malamar,138,200,102,Kanto,53,180,251,Water,Ice
681,Binacle,166,236,103,Kalos,23,2,143,Psychic,Fire
682,Barbaracle,99,88,167,Hoenn,86,91,20,Dragon,Dark
683,Skrelp,124,20,170,Unova,106,236,161,Electric,DNE
684,Dragalge,184,200,242,Kanto,19,14,9,Ice,Water
685,Clauncher,176,102,132,Alola,200,57,52,Dragon,DNE
686,Clawitzer,88,32,174,Sinnoh,117,213,194,Bug,Psychic
687,Helioptile,160,152,119,Galar,243,165,78,Bug,Grass
688,Heliolisk,77,46,111,Kanto,246,86,183,Ice,Water
689,Tyrunt,165,16,116,Galar,254,46,111,Rock,DNE
690,Tyrantrum,162,235,136,Johto,89,199,46,Steel,Poison
691,Amaura,220,44,169,Unova,67,123,29,Grass,Dragon
692,Aurorus,63,250,204,Kalos,230,253,204,Steel,Rock
693,Sylveon,115,157,219,Alola,118,131,215,Fairy,DNE
694,Hawlucha,58,125,157,Unova,61,49,57,Dragon,DNE
695,Dedenne,68,196,241,Galar,185,29,90,Bug,DNE
696,Carbink,171,8,102,Sinnoh,158,231,199,Fire,Poison
697,Goomy,169,210,172,Sinnoh,227,82,106,Grass,DNE
698,Sliggoo,146,211,2,Alola,90,252,40,Dragon,Fire
699,Goodra,228,227,103,Kanto,54,200,165,Steel,DNE
700,Klefki,74,174,175,Galar,106,104,199,Electric,Ground
701,Phantump,226,176,1,Kalos,66,152,194,Fairy,Poison
702,Trevenant,37,215,166,Alola,104,29,186,Normal,Fairy
703,Pumpkaboo,170,30,22,Johto,182,15,179,Flying,Fairy
704,Gourgeist,125,215,91,Kalos,28,82,14,Ghost,Fighting
705,Bergmite,191,124,251,Kanto,165,184,255,Bug,DNE
706,Avalugg,47,81,134,Alola,207,205,105,Water,Fighting
707,Noibat,28,211,84,Sinnoh,33,193,13,Steel,Poison
708,Noivern,16,237,237,Kanto,118,67,155,Fighting,Dragon
709,Xerneas,76,62,227,Alola,68,142,153,Dragon,Normal
710,Yveltal,98,124,173,Unova,101,4,61,Flying,Grass
711,Zygarde,30,76,133,Hoenn,124,215,206,Water,DNE
712,Diancie,234,250,201,Sinnoh,181,48,38,Normal,Fighting
713,Hoopa,226,94,2,Paldea,36,256,44,Grass,Ground
714,Volcanion,97,160,113,Johto,97,78,14,Ghost,Normal
715,Rowlet,113,85,69,Johto,125,74,161,Ghost,Flying
716,Dartrix,3,76,46,Alola,120,152,215,Psychic,DNE
717,Decidueye,111,185,225,Unova,206,254,226,Ghost,Fire
718,Litten,40,116,87,Galar,178,110,78,Ghost,DNE
719,Torracat,120,205,235,Sinnoh,113,106,57,Dragon,Bug
720,Incineroar,198,200,92,Paldea,221,62,143,Fire,Steel
721,Popplio,91,166,219,Alola,34,44,87,Ground,Fire
722,Brionne,224,124,38,Kanto,239,208,42,Grass,DNE
723,Primarina,125,59,158,Johto,64,146,12,Psychic,Fairy
724,Pikipek,158,12,181,Paldea,184,81,139,Water,DNE
725,Trumbeak,236,91,72,Hoenn,120,119,69,Water,Fairy
726,Toucannon,147,247,231,Sinnoh,20,111,124,Ghost,Fire
727,Yungoos,190,147,164,Unova,52,73,146,Rock,Dragon
728,Gumshoos,124,108,88,Johto,227,245,204,Flying,DNE
729,Grubbin,88,21,197,Johto,19,85,214,Fairy,Electric
730,Charjabug,223,230,215,Hoenn,62,120,35,Dragon,Steel
731,Vikavolt,32,41,124,Kalos,17,93,81,Electric,Fairy
732,Crabrawler,251,175,38,Paldea,82,72,46,Ground,Bug
733,Crabominable,105,71,69,Paldea,30,185,226,Normal,DNE
734,Oricorio,169,200,256,Kanto,217,64,205,Fairy,Steel
735,Cutiefly,202,72,203,Kanto,36,90,65,Flying,Normal
736,Ribombee,21,210,39,Johto,198,125,174,Bug,DNE
737,Rockruff,31,28,41,Galar,159,120,194,Bug,Ice
738,Lycanroc,209,68,250,Johto,177,85,19,Flying,Steel
739,Wishiwashi,62,49,90,Johto,103,105,15,Electric,Rock
740,Mareanie,130,245,149,Unova,25,119,182,Fairy,Psychic
741,Toxapex,224,52,205,Hoenn,43,251,87,Electric,DNE
742,Mudbray,138,27,161,Galar,124,243,156,Dark,Fighting
743,Mudsdale,94,15,223,Kalos,178,37,1,Dark,DNE
744,Dewpider,103,251,60,Paldea,182,241,222,Normal,Fire
745,Araquanid,15,193,52,Galar,196,107,114,Ice,Ground
746,Fomantis,27,80,226,Paldea,156,16,8,Poison,DNE
747,Lurantis,178,10,137,Alola,73,221,223,Electric,Bug
748,Morelull,92,242,85,Unova,205,6,256,Poison,DNE
749,Shiinotic,180,241,107,Hoenn,15,21,163,Bug,Fire
750,Salandit,179,129,85,Kanto,148,181,97,Ground,Dark
751,Salazzle,94,200,145,Hoenn,34,32,68,Fairy,Ground
752,Stufful,46,77,33,Kalos,4,171,235,Rock,Ice
753,Bewear,143,70,189,Galar,4,53,182,Ice,Dragon
754,Bounsweet,109,99,56,Sinnoh,198,204,72,Bug,DNE
755,Steenee,4,128,165,Johto,158,63,78,Steel,DNE
756,Tsareena,2,181,155,Galar,115,99,75,Electric,DNE
757,Comfey,59,164,29,Sinnoh,226,149,33,Bug,DNE
758,Oranguru,87,8,12,Galar,200,114,174,Dark,DNE
759,Passimian,5,169,60,Sinnoh,49,61,133,Psychic,Ground
760,Wimpod,109,179,17,Unova,99,139,123,Poison,Fighting
761,Golisopod,188,200,47,Alola,104,168,174,Fairy,Flying
762,Sandygast,4,4,246,Johto,202,139,167,Ground,Fairy
763,Palossand,254,120,115,Johto,248,223,234,Ice,DNE
764,Pyukumuku,115,189,75,Kanto,227,160,73,Fairy,Ghost
765,Silvally,75,54,7,Unova,119,9,21,Electric,Steel
766,Minior,51,199,210,Hoenn,254,104,192,Steel,DNE
767,Komala,125,145,110,Kanto,214,58,136,Grass,Ghost
768,Turtonator,50,37,184,Alola,83,11,5,Dragon,Ground
769,Togedemaru,140,48,18,Alola,160,221,3,Normal,Flying
770,Mimikyu,77,238,87,Hoenn,52,217,80,Grass,DNE
771,Bruxish,43,1,76,Alola,184,92,241,Water,DNE
772,Drampa,237,217,62,Paldea,249,100,121,Ice,Normal
773,Dhelmise,171,36,104,Unova,20,39,26,Dragon,Fairy
774,Jangmo-o,108,22,195,Paldea,23,94,139,Psychic,Fire
775,Hakamo-o,222,193,131,Galar,34,119,133,Water,Flying
776,Kommo-o,27,80,12,Kanto,89,151,180,Fire,DNE
777,Cosmog,171,246,240,Kanto,90,206,218,Electric,Ice
778,Cosmoem,157,98,228,Paldea,148,15,109,Dragon,DNE
779,Solgaleo,242,238,156,Sinnoh,192,175,29,Fairy,Ground
780,Lunala,181,8,33,Kalos,187,43,18,Fighting,Ground
781,Nihilego,203,121,130,Kalos,12,76,168,Ice,Flying
782,Buzzwole,243,189,144,Sinnoh,236,85,43,Normal,Ground
783,Pheromosa,155,5,102,Paldea,210,141,230,Fighting,Dark
784,Xurkitree,201,175,47,Kanto,225,194,157,Grass,Flying
785,Celesteela,204,233,194,Kalos,94,65,148,Normal,Grass
786,Kartana,156,245,137,Kalos,207,231,38,Fire,Fairy
787,Guzzlord,232,34,167,Galar,14,121,166,Steel,Psychic
788,Necrozma,212,47,205,Hoenn,215,239,13,Dark,Electric
789,Magearna,114,113,251,Galar,223,247,147,Poison,DNE
790,Marshadow,80,38,246,Johto,99,195,235,Ground,Fairy
791,Poipole,64,102,2,Paldea,142,27,229,Fairy,Dark
792,Naganadel,42,197,142,Johto,118,234,33,Grass,Ice
793,Stakataka,20,215,21,Unova,202,235,159,Steel,Water
794,Blacephalon,158,223,183,Sinnoh,3,232,18,Dark,Grass
795,Zeraora,180,34,180,Hoenn,93,83,98,Flying,Bug
796,Meltan,40,62,177,Kanto,83,166,138,Grass,Water
797,Melmetal,249,171,176,Paldea,172,72,236,Ice,DNE
798,Grookey,94,155,115,Johto,233,115,45,Steel,DNE
799,Thwackey,157,243,93,Kanto,59,211,123,Ground,Water
800,Rillaboom,194,142,73,Galar,23,250,27,Electric,Water
801,Scorbunny,131,254,158,Johto,165,253,59,Water,Electric
802,Raboot,165,229,113,Galar,184,83,136,Bug,DNE
803,Cinderace,231,194,239,Alola,25,80,74,Dark,Poison
804,Sobble,240,68,42,Alola,23,186,133,Psychic,Steel
805,Drizzile,20,155,256,Johto,254,236,121,Grass,Ice
806,Inteleon,164,211,106,Unova,167,1,145,Steel,DNE
807,Skwovet,245,74,29,Johto,149,123,76,Ghost,Fairy
808,Greedent,145,253,123,Paldea,14,164,208,Normal,Dragon
809,Rookidee,24,33,253,Sinnoh,42,36,106,Bug,Fighting
810,Corvisquire,233,56,215,Unova,238,19,137,Dark,Normal
811,Corviknight,61,61,108,Unova,150,116,252,Poison,Water
812,Blipbug,49,212,69,Paldea,16,60,242,Fairy,Bug
813,Dottler,194,90,8,Kanto,167,89,180,Fire,Ghost
814,Orbeetle,241,250,7,Paldea,170,137,253,Water,Rock
815,Nickit,166,27,55,Unova,245,252,52,Psychic,DNE
816,Thievul,35,244,57,Unova,29,35,183,Normal,Grass
817,Gossifleur,175,220,210,Galar,200,95,29,Fire,Water
818,Eldegoss,89,109,9,Galar,112,179,125,Rock,Flying
819,Wooloo,12,231,24,Galar,256,103,143,Grass,Fairy
820,Dubwool,222,69,45,Galar,248,232,223,Fairy,DNE
821,Chewtle,197,150,26,Hoenn,237,115,181,Fairy,Normal
822,Drednaw,117,87,214,Johto,180,189,74,Steel,Normal
823,Yamper,34,65,105,Galar,93,221,216,Dark,Grass
824,Boltund,196,28,112,Alola,24,204,4,Water,DNE
825,Rolycoly,68,8,86,Kalos,182,19,74,Bug,Dark
826,Carkol,7,227,177,Kalos,195,11,113,Fire,Steel
827,Coalossal,232,60,171,Kalos,138,142,129,Ghost,Dragon
828,Applin,194,225,6,Galar,36,79,222,Fighting,DNE
829,Flapple,219,5,219,Sinnoh,225,236,13,Steel,Ice
830,Appletun,126,243,206,Paldea,127,43,70,Ghost,Rock
831,Silicobra,225,73,143,Johto,138,222,89,Bug,Ground
832,Sandaconda,122,208,180,Alola,148,212,248,Fighting,DNE
833,Cramorant,172,132,207,Paldea,230,22,2,Grass,Bug
834,Arrokuda,110,73,57,Johto,170,216,138,Electric,DNE
835,Barraskewda,73,81,125,Sinnoh,100,1,114,Poison,Fighting
836,Toxel,147,31,99,Johto,72,168,225,Normal,Fire
837,Toxtricity,246,126,153,Kanto,166,210,139,Poison,DNE
838,Sizzlipede,106,12,110,Hoenn,59,43,228,Rock,Ghost
839,Centiskorch,208,251,121,Galar,237,209,208,Rock,Flying
840,Clobbopus,231,243,124,Paldea,152,100,214,Ground,Electric
841,Grapploct,151,46,65,Paldea,156,3,133,Normal,Steel
